new_id,ori_id,speaker,utterance,note
n_id.1,o_id.1,소위원장 이한성,성원이 되었으므로 제337회 국회(정기회) 법제사법위원회 제3차 예산결산심사소위원회를 개의하겠습니다. ,
n_id.2,o_id.1,소위원장 이한성,어제 대법원 예산결산심사소위원회 심사자료 중에서 일반회계의 감액까지 논의했고 오늘은 증액부터 다시 진행하면 되겠습니다. ,
n_id.3,o_id.2,소위원장 이한성,"의사일정 제1항 2016년도 대법원 소관 예산안과 의사일정 제2항 2016년도 대법원 소관 기금운용계획안, 이상 2건을 일괄하여 상정합니다. ",
n_id.4,o_id.2,소위원장 이한성,"어제 심의가 대법원 예산결산심사소위원회 자료 중에서 일반회계의 감액의견까지 얘기했고, 전문위원께서는 증액의견을 항목별로 보고해 주세요.",
n_id.5,o_id.3,전문위원 임재주,보고드리겠습니다. ,
n_id.6,o_id.3,전문위원 임재주,배부해 드린 소위원회 자료 11쪽입니다.,
n_id.7,o_id.3,전문위원 임재주,11쪽의 사회복무요원 운영비 증액 필요사항입니다. 검토보고에서 지적되었습니다. ,
n_id.8,o_id.3,전문위원 임재주,대법원은 2010년도 이후 매년 사회복무요원 경비가 부족하여 반복적으로 전용 집행하고 있습니다. 교통비는 3억 7000만 원으로 편성되었으나 지방병무청의 교통비 지급기준액과 사회복무요원 정원을 감안한 교통비로 약 8억 5400만 원이 소요되므로 적어도 부족분 4억 8400만 원의 증액이 필요하다는 의견입니다.,
n_id.9,o_id.3,전문위원 임재주,이상입니다.,
n_id.10,o_id.4,소위원장 이한성,대법원 의견 말씀하십시오.,
n_id.11,o_id.5,법원행정처차장 임종헌,수용하겠습니다.,
n_id.12,o_id.6,소위원장 이한성,수용 안 할 리가 없지.,
n_id.13,o_id.6,소위원장 이한성,그다음 2항 보고해 주세요. ,
n_id.14,o_id.7,전문위원 임재주,"다음 12쪽, 서기호 위원님이 대체토론에서 말씀하신 내용입니다.",
n_id.15,o_id.7,전문위원 임재주,청소·시설관리 위탁사업비를 시중노임단가를 적용하여 증액이 필요하다는 내용입니다. 대법원은 각종 청소·시설관리 용역 위탁사업비를 시중노임단가에 미치지 못하는 금액으로 산정하고 있습니다. 청소·시설관리 용역 근로자의 근무시간 감조정 등 변칙적인 인력운용이 불가피하게 되어 근로조건이 악화될 우려가 있으므로 시중노임단가를 기준으로 한 위탁사업비와의 차액 125억 6500만 원의 증액이 필요하다는 의견입니다.,
n_id.16,o_id.8,소위원장 이한성,대법원 의견 말씀하시지요. ,
n_id.17,o_id.9,법원행정처차장 임종헌,"이 부분은 적절히 지적하신 것 같은데요, 현실적으로 이걸 시중노임단가로 하게 되면 125억의 예산 증액이 필요합니다. 그래서 지금 저희가 산정한 기준은 시중노임단가와 최저임금 사이에서 전 부처 공통으로 산정한 것이기 때문에 현실적으로는 좀 증액하기가 어렵지 않을까 하는 생각입니다.",
n_id.18,o_id.10,소위원장 이한성,우리도 잘 알고 있습니다. 또 존경하는 서기호 위원님께서 이렇게 의견을 잘 내주셨는데 보충의견......,
n_id.19,o_id.11,서기호 위원,기재부와의 협의 하에서 그렇게 됐더라도 일단 예결위에 시중노임단가를 기준으로 한 금액을 올려서 거기서 심사를 하는 쪽으로 하면 될 것 같습니다. 다른 부처에서도 그렇게 다 했습니다.,
n_id.20,o_id.12,법원행정처차장 임종헌,"예, 그렇게 하겠습니다.",
n_id.21,o_id.13,소위원장 이한성,우선 그렇게 의견을 모아 놓겠습니다.,
n_id.22,o_id.13,소위원장 이한성,다음 3항.,
n_id.23,o_id.14,전문위원 임재주,14쪽을 봐 주시기 바랍니다. ,
n_id.24,o_id.14,전문위원 임재주,14쪽의 창조경제지원을 위한 IP 허브코트사업 증액 내용입니다. 김도읍 위원님이 구두로 말씀하셨습니다. ,
n_id.25,o_id.14,전문위원 임재주,창조경제지원을 위한 IP 허브코트사업의 2016년도 예산안은 전년도 예산 3억 원에서 1억 9500만 원이 증액된 4억 9500만 원입니다. 특허법원의 전문성 강화 측면에서 IP 허브코트사업 증액이 필요하다고 말씀을 하셨는데 정확한 액수는 말씀하지 않으셨습니다. ,
n_id.26,o_id.14,전문위원 임재주,이상입니다.,
n_id.27,o_id.15,소위원장 이한성,정확한 액수가 없다고요?,
n_id.28,o_id.15,소위원장 이한성,대법원에서 말씀하십시오. ,
n_id.29,o_id.16,법원행정처차장 임종헌,꼭 필요한 사업으로 생각하고 있습니다. ,
n_id.30,o_id.17,소위원장 이한성,얼마가 더 필요합니까? ,
n_id.31,o_id.18,노철래 위원,증액을 얼마나 해야 돼?,
n_id.32,o_id.19,법원행정처차장 임종헌,9억 3700만 원 정도가 필요합니다. ,
n_id.33,o_id.20,소위원장 이한성,"많네, 그러면. ",
n_id.34,o_id.20,소위원장 이한성,위원님들 의견 말씀하십시오. ,
n_id.35,o_id.21,전해철 위원,"우리 위원님이 이야기해서 그렇습니다마는 이것은 법원에서 1억 9500이나 증액해서 이렇게 액수를 했는데 지금 더 증액하자는 것이 3배 이렇게 하는 것이어서, 그냥 이게 필요하다 이런 의견이면 몰라도 구체적인 증액 액수까지 소위에서 의결하는 것은 좀 적절하지 않은 것 같아서요. 이런 부분에 대해서 좀 더 법원에서 신경 써서 해야 된다라는 것은 몰라도 액수까지 특정되게 증액하는 것은 저는 반대입니다.",
n_id.36,o_id.22,소위원장 이한성,"그런데 논의를 하자면 이렇게 필요하다고 하는 근거를 가지고 해야지 그냥 막연하게 액수를 올려 달라, 상당액......",
n_id.37,o_id.23,전해철 위원,"아니, 그러면 이건 제가 반대의견이에요.",
n_id.38,o_id.24,소위원장 이한성,금일봉을 올려 달라 이것은 좀 어렵잖아.,
n_id.39,o_id.25,노철래 위원,그러니까 '증액을 요함' 해서 예결위 가서 해결해.,
n_id.40,o_id.26,임내현 위원,금액이 나와야 되는 것 아니에요? ,
n_id.41,o_id.27,소위원장 이한성,"무슨 근거가 있어야 증액이 되지, 그것은 회의를 그렇게 하면 안 돼.",
n_id.42,o_id.28,임내현 위원,근거와 그다음에 결론이 나와야지. 무슨 근거로 이만큼 올려 달라고 하는지......,
n_id.43,o_id.29,소위원장 이한성,우리가 어떻게 만들더라도 근거를 가지고 좀......,
n_id.44,o_id.29,소위원장 이한성,차장님 말씀하십시오.,
n_id.45,o_id.30,법원행정처차장 임종헌,간단히 말씀 올리겠습니다. ,
n_id.46,o_id.30,법원행정처차장 임종헌,"관할집중을 통해서, 이번에 법을 통과시켜 주신 것처럼 특허법원의 전문성을 제고하기 위해서 저희 생각으로는 예산이 한 3억 7000 정도 필요하고요. 다음에 우리나라가 국제적 특허분쟁의 선호 법정지(법정지)가 되려면 특허법원이 금년에도 국제특허법원 콘퍼런스를 개최했듯이 네트워크가 필요해서 거기에 1억 6800 그리고 특허법원이 국제적으로 그 위상을 제고하기 위해서는 영문저널이라든가 각종 필요한 예산이 한 3억 9000 그다음에......",
n_id.47,o_id.31,소위원장 이한성,영문저널까지 필요해요?,
n_id.48,o_id.32,법원행정처차장 임종헌,"예, 영문저널을 최근에도......",
