new_id,ori_id,speaker,utterance,note
n_id.1,o_id.1,소위원장 나성린,의석을 정돈해 주시기 바랍니다.,
n_id.2,o_id.1,소위원장 나성린,성원이 되었으므로 제320회 국회(정기회) 기획재정위원회 제2차 조세소위원회를 개의합니다.,
n_id.3,o_id.1,소위원장 나성린,바쁘신 중에도 참석해 주신 여러 위원님과 관계자에게 먼저 감사의 말씀을 드립니다.  ,
n_id.4,o_id.1,소위원장 나성린,회의를 시작하기에 앞서 새로 오신 위원님들의 인사순서를 갖도록 하겠습니다. ,
n_id.5,o_id.1,소위원장 나성린,지난 10월 2일 전체회의 의결로 이한성 위원님과 이용섭 위원님이 우리 소위원회에 오시게 되었습니다. 조세소위원회에서 함께 국정을 논하게 된 것을 환영합니다. ,
n_id.6,o_id.1,소위원장 나성린,"먼저 이한성 위원님, 간단한 인사말씀해 주시기 바랍니다. ",
n_id.7,o_id.2,이한성 위원,이한성 위원입니다. ,
n_id.8,o_id.2,이한성 위원,제가 기획재정위에 와서 조세소위는 이제 처음 참여를 합니다. 부족한 게 많으니까 우리 존경하는 나성린 소위원장님과 동료 위원님들이 많이 좀 지도해 주시길 부탁드리겠습니다. ,
n_id.9,o_id.2,이한성 위원,감사합니다. ,
n_id.10,o_id.3,소위원장 나성린,다음 이용섭 위원님 인사해 주시기 바랍니다. ,
n_id.11,o_id.4,이용섭 위원,"우리가 각 정당에 속해 있지만, 실은 세금은 논리가 더 중요하다고 저는 보거든요. 물론 당의 입장을 생각 안 할 수는 없겠지만 합리적으로, 논리적으로 소위가 운영됐으면 좋겠다는 생각이고 국민들이 걱정하지 않도록 여하튼 잘 진행해 주시도록 우리 위원장님께 부탁드리겠습니다. ",
n_id.12,o_id.5,소위원장 나성린,감사합니다. ,
n_id.13,o_id.5,소위원장 나성린,오늘은 앞으로 우리 조세소위를 어떻게 운영해 나갈 것인가 일정 정하고 그다음에 지금 시간이 촉박하기 때문에 어떤 식으로 우선순위를 정해서 논의해 갈 것인가 이런 것들을 좀 논의하고 끝내도록 하겠습니다. ,
n_id.14,o_id.5,소위원장 나성린,그러면 먼저 조세소위 안건 등 현안과 향후 활동계획(안)에 대해서 전문위원이 설명해 주시기 바랍니다. ,
n_id.15,o_id.6,전문위원 김승기,전문위원입니다. ,
n_id.16,o_id.6,전문위원 김승기,우선 조세소위 활동계획(안)을 봐 주시기 바랍니다. ,
n_id.17,o_id.6,전문위원 김승기,1쪽입니다. ,
n_id.18,o_id.6,전문위원 김승기,활동기간은 오늘부터 시작해 가지고 지금 예결위 일정이 확정되어 있지 않기 때문에 계속하시는 것으로 이렇게 되어 있습니다. 일단은 내일부터 오전 10시에 계속해서 개의하는 것으로......,
n_id.19,o_id.7,소위원장 나성린,내일은 안 하는 것으로 했어요. 월요일부터......,
n_id.20,o_id.8,전문위원 김승기,"예, 알겠습니다. 그것은 나중에 정하시고요. ",
n_id.21,o_id.8,전문위원 김승기,2쪽입니다.,
n_id.22,o_id.8,전문위원 김승기,"소위 계류 안건을 보면 오늘 17건 상정한 것을 포함해서, 그리고 오늘 이한성 의원님께서 대표발의하신 상속세 및 증여세법 개정안이 전체위원회에는 상정 안 됐지만 소위에 직상정이 됐습니다. 그래서 332건이 되겠습니다. 이 332건을 한정된 시간 내에 다 하기에는 좀 어렵기 때문에 여기서 우선 심의 대상을 선정하는 것이 좋을 것 같습니다. ",
n_id.23,o_id.8,전문위원 김승기,그래서 저희가 일단 안으로서 생각한 것이 6월국회에서 여야가 우선 처리하기로 합의한 안건이 있습니다. 이것과 그다음에 올해 정부가 제출한 안건 또 조세소위 위원이 대표발의한 안건 그리고 작년에 제출되었으나 현재 계류 중인 정부안이 2건 있습니다. 이러한 법안들과 병합심사가 필요한 안건 그리고 그 밖에 조세소위 위원들이 심의를 요청하는 안건은 추가로 계속 상정시키는 것으로 해서 진행하시는 것이 좋을 것으로 생각됩니다. 그러면 현재 166건이 우선 심의 대상이 되겠습니다. ,
n_id.24,o_id.8,전문위원 김승기,3쪽입니다. ,
n_id.25,o_id.8,전문위원 김승기,"심의순서는 원칙적으로 일단 국세기본법상 열거된 내국세 건제순에 의하도록 하고 그다음에 관세 관련 법안, 국세기본법상 열거되지 않은 법안들을 심의하시면 될 것으로 생각이 됩니다. 그리고 제정 법안이 기본 세법과 밀접한 관련이 있는 경우에는 함께 심사하시면 되겠습니다. 예를 들면 세무조사에 관한 법률안 같으면 국세기본법과 같이 심의하는 그런 내용이 되겠습니다. ",
n_id.26,o_id.8,전문위원 김승기,합의가 되지 않는 경우에는 1독회 후에 다시 순서대로 심의하고 쟁점 안건은 따로 분류하여 마지막에 심의하고 그리고 예산안 처리일정과 관련해서 필요한 경우에는 예산안과 직접 관련된 안건을 우선 심의 처리할 수도 있겠습니다. ,
n_id.27,o_id.8,전문위원 김승기,"그리고 심사진행방법을 말씀드리면, 제한된 시간에 효율적인 심사를 위하여 저희가 만든 소위 심사자료에 따라서 법별로, 항목별로 관련된 안건들을 다 병합해서 심사하시도록 하되 쟁점이 없고 위원 간 이견이 없는 항목은 심사 시마다 잠정합의를 하시고 넘어가시면 시간이 절약될 것으로 생각이 됩니다. ",
n_id.28,o_id.8,전문위원 김승기,"그리고 쟁점이 있으나 연내에 처리할 긴급성이 없는 항목 등은 한 번 논의하신 후에는 보류 결정, 즉 다음 회기로 넘기시는 결정을 하시는 것이 좋을 것으로 생각이 되고 처리 시급성이 있으나 위원 간 의견 차이가 많은 쟁점 항목은 한 번 논의하신 후에 따로 분류해서 마지막까지 심층 심사하시는 것이 좋을 것으로 생각이 됩니다. ",
n_id.29,o_id.8,전문위원 김승기,이상 보고를 마치겠습니다. ,
n_id.30,o_id.9,소위원장 나성린,전문위원이 말씀하신 것은 지금 332건이 올라와 있는데 우선 심의 대상을 166건이라고 했어요? ,
n_id.31,o_id.10,전문위원 김승기,예. ,
n_id.32,o_id.11,소위원장 나성린,"166건으로 했다 이겁니다. 그리고 우선 심의 대상을 어떻게 선정했는가는 설명했고 그다음에 심의순서에서 원칙, 심사진행방법을 죽 설명했는데 이거는 물론 우리 전문위원이 생각하는 겁니다. 여기에 대해서 위원님들 의견 있으시면 말씀해 주시기 바랍니다. ",
n_id.33,o_id.12,윤호중 위원,"예, 의견 있습니다. ",
n_id.34,o_id.12,윤호중 위원,"우리가 전체회의 할 때 우선 부가세법의 지방소비세 관련 개정안 말이지요,. 여기에 대해서는 이해당사자의 의견을 청취한 적이 없기 때문에 공청회를 반드시 거쳐야 된다 이렇게 이야기를 해서 위원회에서도 위원장께서 소위에서 공청회를 개최하는 것으로 그렇게 말씀을 하시고 소위로 회부가 된 것으로 알고 있는데 왜 여기 계획에 없어요?   ",
n_id.35,o_id.13,소위원장 나성린,"아니, 공청회는 이미 지나가 버렸어요. 지난주에 하기로 했는데...... ",
n_id.36,o_id.14,윤호중 위원,그런 게 어디 있어요?,
n_id.37,o_id.15,소위원장 나성린,"아니, 무산되어 가지고 김현미 위원보고 제가 공청회 어떻게 할 거냐 하니까 이미 물 건너갔으니까 할 수 없고, 필요하면 조세소위 때 그분들을 오시라고 그래 가지고 들으면 되지요. 의견을 들으면 되지요. 지금 공청회 다시 잡기는 힘들어요.",
n_id.38,o_id.16,윤호중 위원,"아니, 아무리 급해도 그렇게 그냥 막 지나가도 되는 겁니까? ",
n_id.39,o_id.17,소위원장 나성린,"아니, 원래 다 요청대로 했고 그런데 지난주에 무산되어 버렸잖아요. 그래서 제가 간사한테 질문을 했어요, 이것 어떻게 할 거냐. 그런데 다시 끼워 넣기가 힘들기 때문에 필요하다면 소위 할 때 그분들이 오셔 가지고......",
n_id.40,o_id.18,이용섭 위원,"아니, 어레인지(arrange) 해 달라고 해서 나는 지자체장까지 얘기해 가지고 다 소개시켜 줬는데 없어졌어요?",
n_id.41,o_id.19,소위원장 나성린,우리가 6명 다 초청했잖아. 6명 초청했는데 그렇게 되어 버렸어요. 그것은 우리가 잘못한 것은 아니고 그냥 국회 의사일정이 그렇게 되어 버렸어요. ,
n_id.42,o_id.19,소위원장 나성린,그래서 그분들을 소위 할 때 우리가 부르면 돼요. 의견 들으면 되지요. 굳이 공청회라는 형식을 안 거치고라도 충분히 의견 개진할 수 있는 기회를 드리면 됩니다. ,
n_id.43,o_id.20,윤호중 위원,간사 간에 그렇게 협의를 하셨다고 그러니까 저도...... 저는 간사로부터 통보받은 사실이 없어서 확인을 해 보겠습니다만......,
