new_id,ori_id,speaker,utterance,note
n_id.1,o_id.1,소위원장 고희선,의석을 정돈해 주시기 바랍니다.,
n_id.2,o_id.1,소위원장 고희선,성원이 되었으므로 제311회 정기국회 행정안전위원회 2차 법안심사소위원회를 개최하겠습니다.,
n_id.3,o_id.1,소위원장 고희선,오늘은 어제 회의에 이어서 중앙선관위원회 및 경찰청 소관의 법률안 총 25건을 심사하는 일정이 되겠습니다. ,
n_id.4,o_id.2,소위원장 고희선,그러면 의사일정 제1항 내지 제17항 공직선거법 일부개정법률안 17건을 일괄 상정합니다. ,
n_id.5,o_id.2,소위원장 고희선,"투표시간 연장 관련 논의를 어제 하다가 중지가 됐는데요, 전문위원께서 어제 얘기하다 만 나머지 쟁점에 대해서 심사 경과와 주요 내용을 다시 한 번 설명 좀 해 주실래요? ",
n_id.6,o_id.3,전문위원 문강주,투표시간 연장 부분 말씀입니까? ,
n_id.7,o_id.4,소위원장 고희선,예.,
n_id.8,o_id.5,전문위원 문강주,"예, 그러면 다시 1쪽이 되겠습니다. ",
n_id.9,o_id.5,전문위원 문강주,전문위원입니다.,
n_id.10,o_id.5,전문위원 문강주,투표시간 연장입니다.,
n_id.11,o_id.5,전문위원 문강주,"현행은 임기만료선거는 오전 6시부터 오후 6시까지 하고요, 재·보궐선거는 오전 6시부터 오후 8시까지 지금 하고 있습니다. 부재자 투표는 오전 10시부터 오후 4시까지 그렇게 진행되고 있습니다. ",
n_id.12,o_id.5,전문위원 문강주,"이 건에서 부재자 투표에 관한 것은 개시시간이 오전 10시에 시작하는데요, 헌법불합치 결정을 받았습니다. 그래서 개정 시한이 2013년도 6월 30일까지 개정하라는 그런 결정을 받았습니다. ",
n_id.13,o_id.5,전문위원 문강주,"그리고 그 밑에는 박기춘 의원님, 이찬열 의원님 등 여러 의원님들의 부재자 개시시간에 대해서 박기춘 의원님은 오전 7시에 시작하자는 그런 의견이시고요, 나머지 의원님들은 오전 6시에 시작하자는 그런 의견입니다.",
n_id.14,o_id.5,전문위원 문강주,2쪽이 되겠습니다. ,
n_id.15,o_id.5,전문위원 문강주,임기만료선거 및 재·보궐선거 투표시간 연장안입니다.,
n_id.16,o_id.5,전문위원 문강주,"임기만료선거는 현행에는 여러 위원님들 다 아시다시피 오전 6시부터 시작해서 오후 6시까지 12시간 진행되고 있습니다. 진선미 의원하고 장병완 의원안은 종료시간을 오후 9시로 하자는 그런 의견이고요, 이목희 의원안은 오후 10시까지 투표시간을 연장하자는 그런 내용입니다.",
n_id.17,o_id.5,전문위원 문강주,"재·보궐선거는 현행에는 오전 6시부터 오후 8시까지 진행되고 있습니다. 진선미 의원안하고 장병완 의원안, 이목희 의원안은 개시시간은 현행과 같고 종료시간을 오후 9시, 오후 10시로 하자는 의견입니다.",
