new_id,ori_id,speaker,utterance,note
n_id.1,o_id.1,소위원장 김성찬,성원이 되었으므로 제329회 국회(정기회) 국방위원회 제1차 예산결산심사소위원회를 개의하겠습니다. ,
n_id.2,o_id.1,소위원장 김성찬,바쁘신 일정에도 불구하고 오늘 회의에 참석해 주신 위원님들께 감사말씀 드립니다. ,
n_id.3,o_id.1,소위원장 김성찬,아시는 바와 같이 우리 소위원회에서는 오늘부터 3차에 걸쳐 소관기관에 대한 내년도 예산안을 심사하는 것으로 되어 있습니다.,
n_id.4,o_id.1,소위원장 김성찬,"오늘 회의에서는 병무청 소관 예산안을 심사하고 월요일 2차 회의에서는 국방부 소관, 화요일 3차 회의에서는 방위사업청 소관 예산안을 심사하도록 하겠습니다. ",
n_id.5,o_id.1,소위원장 김성찬,"예산안 심사 방식은 전체회의 중에 위원님들께서 제기하신 내용과 서면질의 내용, 검토보고서 내용을 종합하여 전문위원실에서 작성한 소위심사자료를 중심으로 전문위원으로부터 한 항목씩 설명을 들은 다음에 이에 대한 정부 측의 의견을 듣도록 하겠습니다. 그런 다음에 위원님들 간 토론을 통하여 증액 또는 삭감 등 조정해야 할 사항을 하나씩 정리하는 방법으로 심사를 진행하고 증액·삭감 의견을 종합정리하여 의결토록 하겠습니다. ",
n_id.6,o_id.2,소위원장 김성찬,그러면 의사일정 제1항 병무청 소관 2015년도 예산안을 상정합니다. ,
n_id.7,o_id.2,소위원장 김성찬,병무청장님 간단하게 인사말씀 하십시오. 자리에 앉아서 합시다.,
n_id.8,o_id.3,병무청장 박창명,존경하는 김성찬 위원장님 그리고 여러 위원님!,
n_id.9,o_id.3,병무청장 박창명,2015년도 병무청 소관 예산안을 심사하여 주시기 위하여 소중한 시간을 할애해 주셔서 대단히 감사합니다. ,
n_id.10,o_id.3,병무청장 박창명,"내년도 병무청의 예산안은 정확한 병역처분을 위한 정밀징병검사, 군 소요의 적정충원, 사회복무요원의 교육과 복무관리 강화의 원활한 지원에 중점을 두고 편성을 하였습니다. ",
n_id.11,o_id.3,병무청장 박창명,아무쪼록 병무청이 계획하고 있는 내년도 사업이 내실 있게 추진될 수 있도록 심의 의결해 주시기를 부탁드립니다. ,
n_id.12,o_id.3,병무청장 박창명,감사합니다. ,
n_id.13,o_id.4,소위원장 김성찬,그러면 전문위원이 위원님들께서 제기하신 의견을 중심으로 작성된 소위원회 심사자료를 보면서 감액 또는 증액 의견을 한 항목씩 설명해 주시기 바랍니다. ,
n_id.14,o_id.5,전문위원 권기원,전문위원입니다.,
n_id.15,o_id.5,전문위원 권기원,병무청 소관 소위원회 심사자료를 보시겠습니다.,
n_id.16,o_id.5,전문위원 권기원,먼저 목차 부분이 되겠습니다. 일반회계 세입 부분이 있고 그다음에 감액대상사업과 증액대상사업이 있겠습니다. 이런 순으로 보고를 드리겠습니다. ,
n_id.17,o_id.5,전문위원 권기원,1쪽이 되겠습니다.,
n_id.18,o_id.5,전문위원 권기원,일반회계 세입 부분입니다. 사업명은 기타경상이전수입 부분입니다. 우측 부분을 보시면 2015년도 세입예산 중 기타경상이전수입 33억 3400만 원에 대한 세입 발생원인은 사회복무요원교육센터 임차보증금 반환금 32억 4400만 원과 각종 수당 환급금 등 9000만 원을 반영한 것입니다. ,
n_id.19,o_id.5,전문위원 권기원,하단 부분을 보시면 사회복무요원교육센터 임차보증금 반환금 수입은 6개 교육센터를 통합한 사회복무요원교육원이 2016년도에 개원함에 따라 발생한 것으로 국고에 귀속될 것으로 예상됩니다. 이 사업은 사회복무요원통합교육원이 2016년도에 계획대로 개원하게 되면 예정대로 집행될 것으로 보입니다.,
n_id.20,o_id.6,소위원장 김성찬,이에 대한 정부 측 의견 말씀해 주십시오.,
n_id.21,o_id.6,소위원장 김성찬,별문제 없는 거지요?,
n_id.22,o_id.7,병무청장 박창명,"예, 이건 별문제가 없습니다. 수용을 하겠습니다. ",
n_id.23,o_id.8,소위원장 김성찬,그대로 반환하면 되는 거잖아요. 그렇지요?,
n_id.24,o_id.9,병무청장 박창명,예.,
n_id.25,o_id.10,소위원장 김성찬,위원님께서 의견 있으면 말씀해 주시기 바랍니다. ,
n_id.26,o_id.10,소위원장 김성찬,없으시면 다음 2페이지 넘어가겠습니다. ,
n_id.27,o_id.11,전문위원 권기원,2쪽 세출 부분을 보시겠습니다. ,
n_id.28,o_id.12,소위원장 김성찬,감액대상사업입니다.,
