new_id,ori_id,speaker,utterance
n_id.1,o_id.1,소위원장 노웅래,시작하겠습니다.
n_id.2,o_id.1,소위원장 노웅래,성원이 되었으므로 제334회 국회(임시회) 안전행정위원회 제2차 예산결산기금심사소위원회를 개의하겠습니다.
n_id.3,o_id.1,소위원장 노웅래,오늘 안건은 우리 위원회 소관 부처의 2014년도 결산 및 예비비지출 승인의 건에 대해 계속 심사하겠습니다.
n_id.4,o_id.1,소위원장 노웅래,"오늘 심사는 국민안전처, 인사혁신처, 중앙선거관리위원회 순으로 실시하겠습니다."
n_id.5,o_id.1,소위원장 노웅래,안건 심사방법은 어제와 같이 전문위원으로부터 지적사항에 대한 보고를 듣고 이어서 정부 측의 의견을 들은 뒤에 위원님들 간의 토론을 통하여 지적사항별로 시정조치 요구 수준을 결정하도록 하겠습니다.
n_id.6,o_id.2,소위원장 노웅래,안건심사에 들어가도록 하겠습니다.
n_id.7,o_id.2,소위원장 노웅래,의사일정 제1항 2014회계연도 세입세출결산과 의사일정 제2항 2014회계연도 예비비지출 승인의 건을 일괄하여 계속 상정합니다. 
n_id.8,o_id.2,소위원장 노웅래,먼저 국민안전처 소관 세입세출결산과 예비비지출 승인의 건에 대해서 심사를 시작하도록 하겠습니다.
n_id.9,o_id.2,소위원장 노웅래,오늘 심사를 위하여 국민안전처 차관이 출석하셨습니다. 
n_id.10,o_id.2,소위원장 노웅래,"이성호 차관, 간단히 인사해 주시기 바랍니다."
n_id.11,o_id.3,국민안전처차관 이성호,국민안전처 차관입니다.
n_id.12,o_id.3,국민안전처차관 이성호,평소 안전처 업무에 많은 관심과 지원을 해 주시는 예산결산기금심사소위원회 노웅래 위원장님과 여러 위원님께 감사를 드립니다.
n_id.13,o_id.3,국민안전처차관 이성호,금번 2014회계연도 세입세출결산과 관련해서 나름대로 내실 있게 준비했지만 다소 부족한 점이 있으리라 생각됩니다. 
n_id.14,o_id.3,국민안전처차관 이성호,심사 과정에서 위원님들께서 지적해 주시면 앞으로 적극 개선토록 노력하겠습니다.
n_id.15,o_id.3,국민안전처차관 이성호,앞으로도 계속 성원 부탁드리면서 답변에 응하도록 그렇게 하겠습니다.
n_id.16,o_id.3,국민안전처차관 이성호,감사합니다. 
n_id.17,o_id.4,소위원장 노웅래,그러면 수석전문위원이 국민안전처 지적사항을 항목별로 설명해 주시기 바랍니다.
n_id.18,o_id.5,수석전문위원 박수철,"위원장님, 심의 방식을 어떻게......"
n_id.19,o_id.5,수석전문위원 박수철,"어제 행정자치부같이 제가 전체 보고를 드릴지, 아니면 경찰청같이 하실지......"
