new_id,ori_id,speaker,utterance
n_id.1,o_id.1,소위원장 이한성,의석을 정돈해 주시기 바랍니다.
n_id.2,o_id.1,소위원장 이한성,성원이 되었으므로 제315회 국회(임시회) 제3차 예산결산기금심사소위원회를 개의합니다. 
n_id.3,o_id.1,소위원장 이한성,여러 가지로 바쁜 가운데 특히 갑자기 연락을 드렸음에도 불구하고 소위원회에 참석하여 주신 위원님들께 깊이 감사의 말씀을 드립니다.
n_id.4,o_id.1,소위원장 이한성,오늘 회의에서는 지난 2차 회의에서 논의가 되었던 2013년도 추가경정예산안과 기금운용계획안에 대한 심사를 마무리하여 처리하도록 하겠습니다.
n_id.5,o_id.2,소위원장 이한성,그러면 의사일정 제1항 기획재정부와 관세청 소관 2013년도 제1회 추가경정예산안과 의사일정 제2항 2013년도 기금운용계획변경안을 계속하여 상정합니다. 
n_id.6,o_id.2,소위원장 이한성,심사 순서는 기획재정부 소관 추가경정예산안과 기금운용계획변경안을 먼저 심사하고 이어서 관세청 소관 추가경정예산안에 대해서 심사하도록 하겠습니다.
n_id.7,o_id.2,소위원장 이한성,심사 방법은 지난 회의와 마찬가지로 수석전문위원이 준비한 자료를 중심으로 항목별로 설명을 듣고 정부 측의 입장을 들은 후 위원님들의 토론을 통해 정리해 나가도록 하겠습니다.
n_id.8,o_id.2,소위원장 이한성,그러면 수석전문위원님께서 항목별로 설명해 주시기 바랍니다.
n_id.9,o_id.3,수석전문위원 류환민,수석전문위원입니다.
n_id.10,o_id.3,수석전문위원 류환민,저희들 소위 자료에 대해서 조금 설명을 드리겠습니다. 
n_id.11,o_id.3,수석전문위원 류환민,이 소위 자료는 전체회의 대체토론에서 각 위원님들이 말씀하신 것과 서면질의를 통해서 나왔던 얘기들을 다 취합한 겁니다. 그래서 저희들 나름대로는 최선을 다했습니다마는 혹시라도 빠진 부분이 있다면 위원님들께서 지적해 주시면 그걸 수정·보완하겠습니다.
n_id.12,o_id.3,수석전문위원 류환민,소위 자료 설명을 좀 드리겠습니다. 
n_id.13,o_id.3,수석전문위원 류환민,1페이지를 좀 봐 주시지요. 
n_id.14,o_id.3,수석전문위원 류환민,"1페이지 총괄 부분입니다. 총괄 부분에 대한 지적이 많으셨는데요, 제가 제목만 읽겠습니다. "
n_id.15,o_id.3,수석전문위원 류환민,우선 추경요건 충족 여부입니다. 그다음에 2차 추경편성 여부에 대해서 또 질의가 계셨습니다. 
n_id.16,o_id.3,수석전문위원 류환민,2페이지입니다.
