new_id,ori_id,speaker,utterance,note
n_id.1,o_id.1,소위원장 박기춘,성원이 되었습니다.,
n_id.2,o_id.1,소위원장 박기춘,제321회 국회(임시회) 국토교통위원회 제1차 국토법안심사소위원회 개의를 선포합니다.,
n_id.3,o_id.1,소위원장 박기춘,시나리오에 나와 있는 인사말씀은 내용이 긴 것 같아서 이하 생략하겠습니다.,
n_id.4,o_id.1,소위원장 박기춘,감사합니다.,
n_id.5,o_id.1,소위원장 박기춘,"아무튼 쟁점이 적은 것으로 해서 국토 분야 10건 법률안을 심사하도록 하겠는데, 말씀드린 바와 같이 10시에 전체회의가 있기 때문에 그전까지만 오늘 회의를 하고 마치도록 하겠습니다.",
n_id.6,o_id.1,소위원장 박기춘,"지난번과 같이 먼저 수석전문위원의 제·개정 이유, 대체토론 요지, 그다음에 수정의견을 청취한 후에 여기에 대해서 정부 측의 의견을 듣고, 위원님들의 질의와 토론을 거쳐서 의결하는 방식으로, 똑같은 방법으로 진행하도록 하겠습니다.",
n_id.7,o_id.2,소위원장 박기춘,본격적으로 의사일정에 들어갑니다.,
n_id.8,o_id.2,소위원장 박기춘,의사일정 제1항부터 3항까지 이상 3건입니다.,
n_id.9,o_id.2,소위원장 박기춘,도시 및 주거환경정비법 일부개정법률안을 일괄해서 상정합니다.,
n_id.10,o_id.2,소위원장 박기춘,허태수 수석전문위원께서 보고해 주시기 바랍니다.,
n_id.11,o_id.3,수석전문위원 허태수,심사자료 2쪽입니다.,
n_id.12,o_id.3,수석전문위원 허태수,이노근 의원님 안은 지자체가 정비계획 수립 시 국토계획법에 따른 법적 상한까지 용적률을 허용할 수 있는 근거를 마련하는 것입니다.,
n_id.13,o_id.3,수석전문위원 허태수,"지자체가 필요한 경우 법적 상한까지 용적률을 확대할 수 있게 함으로써 사업성 개선으로 정비사업 활성화를 도모하고 주거환경을 개선하려는 것으로, 바람직해 보입니다.",
n_id.14,o_id.3,수석전문위원 허태수,다만 개정안은 국토의 계획 및 이용에 관한 법률 제78조에 대한 예외규정이라는 점에서 주거지역에 한정하여 용적률을 완화할 수 있도록 수정할 필요가 있어 수정의견으로 정리해 두었습니다.,
n_id.15,o_id.3,수석전문위원 허태수,"그리고 이미 사업 시행 인가를 얻어 사업이 추진되는 경우에는 용적률 확대 적용에 따른 사업 추진 지연, 주민 혼란 가중 등이 우려되므로 이 법 시행 이전에 사업 시행 인가를 받은 사업은 적용 대상에서 제외하는 문제에 대해서 논의가 필요해 보입니다.",
n_id.16,o_id.3,수석전문위원 허태수,다음 4쪽입니다.,
n_id.17,o_id.3,수석전문위원 허태수,"이미경 의원님 안은, 시공사 등이 조특법에 따라 추진위 또는 조합에 대한 채권을 손금으로 인정받으려는 경우 채권확인서를 시장·군수에게 제출토록 하려는 것입니다.",
n_id.18,o_id.3,수석전문위원 허태수,"매몰비용과 관련하여 시공사 등 채권자가 추진위 또는 조합에 대한 채권을 포기할 경우 이를 손금으로 인정할 수 있도록 조세특례제한법 일부개정법률안이 지금 기획재정위원회 조세소위에서 논의 중입니다. 개정안은 이에 맞추어 매몰비용을 손금 처리하고자 할 경우 시공사, 추진위·조합이 합의하여 채권확인서를 시장·군수에게 제출하게 함으로써 추가 분쟁을 방지하고, 손금 처리 관련 행정절차를 용이하게 하려는 것으로, 필요한 조치로 보입니다.",
n_id.19,o_id.3,수석전문위원 허태수,다만 현행 규정상 추진위는 매몰비용을 지자체로부터 보조받을 수 있어 손금 처리까지 인정할 경우 이중 혜택이 될 수 있으므로 매몰비용을 보조받은 추진위는 손금 처리 대상에서 제외할 필요가 있어 수정의견으로 정리해 두었습니다.,
n_id.20,o_id.3,수석전문위원 허태수,"그리고 부칙의 적용례는 이 법 시행 당시 제16조의2에 따라 추진위 승인 또는 조합 설립 인가가 취소되었거나 해산을 신청한 경우도 손금으로 인정받을 수 있도록 하려는 것인데, 일부 자구 수정이 필요한 부분이 있어 수정의견으로 정리해 두었습니다.",
n_id.21,o_id.3,수석전문위원 허태수,다음 7쪽입니다.,
n_id.22,o_id.3,수석전문위원 허태수,"김관영 의원안은 토지 등 소유자의 동의로 추진위 승인 또는 조합 설립 인가를 취소하는 근거조항의 유효기간은 1년(15년 1월 31일까지) 연장하고, 추진위 해산 시 지자체의 매몰비용 보조 유효기간은 1년 6개월(2016년 2월 1일까지) 연장하려는 것입니다.",
n_id.23,o_id.3,수석전문위원 허태수,"지자체는 내년 1월 말까지 실태조사를 통해 주민이 추진위·조합 해산 여부를 결정하도록 할 계획이므로 실태조사 요청 주민에게 관련 정보를 제공하여 사업 추진 여부를 결정할 수 있도록 추진위·조합 해산 신청 유효기간은 1년 더 연장하고, 매몰비용 지원 조항의 유효기간도 1년 6개월 연장하려는 것으로, 필요해 보입니다.",
n_id.24,o_id.3,수석전문위원 허태수,다만 정비사업의 조속한 안정을 위하여 연장기간은 추진위·조합 해산 신청 및 매몰비용 지원 조항 모두 다 1년으로 통일할 필요가 있어 수정의견으로 정리해 두었습니다.,
n_id.25,o_id.3,수석전문위원 허태수,또한 관리처분계획의 인가를 받은 경우는 법적 안정성 저해 등을 고려해서 유효기간 연장 대상에서 제외할 필요가 있어 또한 수정의견으로 정리해 두었습니다.,
n_id.26,o_id.3,수석전문위원 허태수,이상 보고를 마치겠습니다.,
n_id.27,o_id.4,소위원장 박기춘,"박기풍 차관, 정부 측 의견 있으면 말씀해 주시기 바랍니다.",
n_id.28,o_id.5,국토교통부제1차관 박기풍,전문위원 검토의견하고 수정의견에 대해서 동의합니다.,
n_id.29,o_id.6,소위원장 박기춘,그럼 다음은 위원님들께서 의견 있으면 말씀해 주시기 바랍니다.,
n_id.30,o_id.6,소위원장 박기춘,의견 없습니까?,
n_id.31,o_id.7,이미경 위원,아니요.,
n_id.32,o_id.7,이미경 위원,"이노근 의원님이 내신 용적률 상한에 대해서, 우선은 지자체의 의결에도 불구하고 그것을 무시하고 그냥 법으로 정해 나가자 이런 조항이지 않습니까? 그래서 이제 이렇게 할 경우에, 사실은 공공임대주택을 좀 더 지으면 용적률을 높인다든지 이런 조항이 있어서 용적률을 높일 수 있도록 되어 있는데, 그러면 이제 공공주택을 확보하는 것에 대해서 별로 확보 안 하려고 하지 않겠느냐 하는 점이 걸리는 부분이 될 수가 있을 것 같습니다.",
n_id.33,o_id.7,이미경 위원,"그리고 실질적으로 지금 현재도 용적률이 꽤 높게 상한선이 되어 있는데 또 여기에서 조금 더 높이는 것은, 결국은 아까 말했던 공공임대주택의 인센티브를 거기 붙여서 시행하는 것인데 그것이 갖는 문제점 이런 것들이 있고 그렇습니다.",
n_id.34,o_id.8,소위원장 박기춘,말씀하세요.,
n_id.35,o_id.9,이노근 위원,"이게 이미경 위원이 좀 잘못 알고 있는 게 있어요. 뭐냐 하면, 원래 상한선이 주거지역에 하는 것으로 1종, 2종, 3종이 있는데, 상한선이 300%, 250%, 200%예요. 그런데 일괄적으로 수도권, 특히 서울시 같은 경우에는 50%로 그냥 획일적으로 다 내려놨어. 그래 놓고 또 내려놓은 것을, 그러니까 예를 들어 3종인 경우에 300%까지 가능한 것을 250%로 내려놓고, 그다음에 또 행정 내규, 지침 이것으로 해서 220%, 230% 또 내려놨어. 그러니까 인센티브를 준다는 것은 결국 220%로 되어 있으면 여기서 5%, 10%, 15% 이렇게 올려 주는 거야. 250%를 초과해서 올려 주는 경우는 다른 이유, 특별한 경우 외에는 없어요. 그래서 그거 하나 있고.",
n_id.36,o_id.9,이노근 위원,"그다음에 공공임대주택 비율 있잖아요? 이것은 17%로 지금 적용하고 있어요, 서울시 같은 경우. 그런데 그것도 다 못 찾아 먹어. 왜냐하면 17%로 하면 이게 임대지역이 안 나가. 그래서 나는 내가 구청장 할 때도 '이거 20%로 올려라', 그런데 안 나갑니다. 15%로 해도 충분하고 12%로 해도 충분하고, 이렇게 하거든. 그래서 그것은......",
n_id.37,o_id.10,이미경 위원,안 나간다는 건 뭐지요? 임대주택에 들어가려는 사람은 많잖아요.,
n_id.38,o_id.11,이노근 위원,그렇지요.,
n_id.39,o_id.12,이미경 위원,그러니까 좀 더 지을 수도 있는 거지요.,
n_id.40,o_id.13,이노근 위원,그렇지. 그것은 이제 서울시 방침이나 수도권 자치단체 방침으로 얼마든지 늘릴 수 있어요. 그것은......,
n_id.41,o_id.14,이미경 위원,"아니, 그래도 조합은 가능한 한 임대주택을 안 늘리려고 하지요.",
n_id.42,o_id.15,이노근 위원,"그런데 이것이 강제 조항이 아니거든. 말 그대로 현재 조례가 이렇게 묶여 있기 때문에 이것을 조례를, 뭐라 그럴까? 초과해서 해 줄 수 있다는 것을 여기다 넣은 거야, 도시계획위원회 이런 데서 검토해서. 그러니까 그것은 큰 관계는 없어요.",
n_id.43,o_id.15,이노근 위원,"다만 이것이 다른 데가 아니고 재정비 촉진 지역, 다시 말해서 뉴타운 같은 데, 재개발 같은 데 있잖아요? 그런 데 적용되는 거예요, 일반지역에 적용되는 게 아니고.",
n_id.44,o_id.16,이미경 위원,그렇지요.,
n_id.45,o_id.17,이노근 위원,그러니까 대부분 가난한 지역이거든. 그러니까 그것은......,
n_id.46,o_id.18,소위원장 박기춘,강제 사항은 아니다 이거지?,
n_id.47,o_id.19,이노근 위원,"예, 강제 사항은 아니야. '할 수 있다' 이렇게 되어 있어.",
n_id.48,o_id.20,오병윤 위원,"제 의견을 말씀드리면, 그래도 어쨌든 조례로, 그러니까 변경을 하더라도 조례로 변경할 수 있도록 해 줘야지, 조례를 무시하고 그냥 법으로 정해서 정해 버리면 저는 안 된다...... 그러니까 어쨌든 일반 민주주의 원칙에도 시도 조례가 할 수 있게 되어 있잖아요. 그러니까 지금 현재로는 법에만 정해 놓고 있고 나머지에 대해서는 시도가 결정을 할 수 있게 되어 있는 건데 이렇게 되면 시도 조례가 다 무시되고 그냥 법에만 규정되는 문제는 맞지 않다 이런 생각이 우선 하나 들고요. ",
n_id.49,o_id.20,오병윤 위원,"그런 점에서 조례에 맡겨야 된다, 그래서 시가 서울이면 서울 조건에 맞게 각 지역의 특성에 맞게 각 시도가 자체 판단할 수 있도록 하는 것을 허용해 줘야 된다는 점에서 일방적으로 법으로 하는 것은 좀 안 맞지 않느냐 이런 생각이 들고, 현재 대통령령 시행령도 죽 나와 있잖아요. 그런데 전부 시행령이고 뭐고 관계없이 그냥 할 수 있도록 지자체에 다 허용을 해 주는 것은 좀 안 맞는 것 같은데. ",
n_id.50,o_id.21,이노근 위원,시행령에는 그렇게 나와 있는데 조례에서 또 그것을 제한하고 또 각 자치단체별로 행정내규로 또 제한을 했어. 그러니까 이게 뭐냐 하면...... ,
n_id.51,o_id.22,오병윤 위원,그게 필요하다는 것이지요. 왜냐하면 시가 판단을 해야 되니까.,
n_id.52,o_id.23,이노근 위원,"필요한데 구청에서 적용할 때는 강제조항이 아니고 예를 들어서 자치단체장이 이렇게 개발해야 되겠는데 도저히 사업장에는, 조금 올려 주겠다 할 때는 예를 들어서 현재 기준으로 하면 한 230%까지 해 줄 수 있는데 한 250%, 260% 해 줄 수 있다, 그 얘기예요. ",
n_id.53,o_id.23,이노근 위원,이것을 강제적으로 신청자가 내가 300% 신청했다 그래서 해 주는 게 아니라니까. 여기 임의조항으로 되어 있어. 그러니까 그것은 큰 저기가 없어요. ,
n_id.54,o_id.24,국토교통부제1차관 박기풍,제가 보충설명을 올리도록 하겠습니다.,
n_id.55,o_id.25,이노근 위원,그리고 입법례가 이런 경우가 수두룩해.,
n_id.56,o_id.26,국토교통부제1차관 박기풍,"도시 및 주거환경정비법에 12년도에도 이미 재건축 지역이 워낙 활성화가 안 되니까 용적률 상한을 아까 이노근 위원처럼 조례로 해 놓은 것을 법적 상한 여기까지 올리도록 그렇게 12년도에 이미 개정이 된 바가 있어서 이번에는 뉴타운지역에서, 그것도 일반적인 상한을 무시하는 게 아니라 주거지역의 뉴타운사업에 한해서 올리는 것이기 때문에 이것은 저희들 타당하다고 봅니다. 그 입법례도 다 있으니까요. ",
n_id.57,o_id.27,소위원장 박기춘,"나도 그렇게 생각이 듭니다, 개인적으로는.",
n_id.58,o_id.28,김태원 위원,강제조항이 아니기 때문에.,
n_id.59,o_id.29,소위원장 박기춘,그게 일반 지역은 아니잖아요.,
n_id.60,o_id.30,국토교통부제1차관 박기풍,그렇습니다. ,
n_id.61,o_id.31,이노근 위원,은평 같은 데도 이거 많아요. 구청장의 권한이 너무 제한되어 있어.,
n_id.62,o_id.32,소위원장 박기춘,그렇다고 해서 꼭 반드시 그렇게 하라는 것은 아니잖아요. 강제하는 것은 아니잖아요..,
n_id.63,o_id.33,국토교통부제1차관 박기풍,그렇습니다. ,
n_id.64,o_id.34,국토교통부주택토지실장 도태호,강제조항은 아닙니다. 할 수 있다는 것이지요.,
n_id.65,o_id.35,이노근 위원,염려하시는 것은 좋은데......,
n_id.66,o_id.36,이미경 위원,"아니, 그런데 구청장이 마음대로 할 수 있나? 서울시장이 하는 게 아니고?",
n_id.67,o_id.37,국토교통부제1차관 박기풍,서울시장이 하는 겁니다. ,
n_id.68,o_id.38,이노근 위원,구청장은 하고 싶은데 서울시에다 의뢰하면 '조례가 이렇게 되어 있습니다' 그리고 '내규로 이렇게 되어 있습니다' 하니까 구청장이 힘을 못 쓰는 거예요. ,
n_id.69,o_id.38,이노근 위원,"그런데 실질적으로 가장 잘 아는 사람은 구청장 아니야, 현업에 있는데. 그러면 서울시장이 해 주고 싶어도 그렇게 되어 있으니까 이 재량권이 완전히 박탈되어 있는 거야, 처음부터. ",
n_id.70,o_id.38,이노근 위원,"그러니까 원래 이게 400%예요, 주거지역이. 법상에는 400%지요?",
n_id.71,o_id.39,국토교통부제1차관 박기풍,예.,
n_id.72,o_id.40,국토교통부주택토지실장 도태호,300%. ,
