new_id,ori_id,speaker,utterance
n_id.1,o_id.1,소위원장 조정식,의석을 정돈해 주시기 바랍니다. 
n_id.2,o_id.1,소위원장 조정식,성원이 되었으므로 제324회 국회(임시회) 기획재정위원회 제1차 조세개혁소위원회를 개의하겠습니다. 
n_id.3,o_id.1,소위원장 조정식,먼저 회의 진행에 앞서서 진도 앞바다의 여객선 침몰사고로 많은 희생자가 발생하였습니다. 참담한 심정을 이루 헤아릴 수가 없습니다. 희생자에 대한 애도와 유가족 여러분께 깊은 위로의 말씀을 드립니다. 
n_id.4,o_id.1,소위원장 조정식,현재 구조작업이 진행 중인 실종자에 대해서도 무사귀환을 바라는 온 국민의 간절한 희망이 조속히 이루어지기를 바랍니다. 
n_id.5,o_id.1,소위원장 조정식,아직 공식적인 애도기간이 정해지지 아니하였기 때문에 사망자에 대한 묵념은 생략하고 회의를 진행토록 하겠습니다. 
n_id.6,o_id.1,소위원장 조정식,오늘 바쁘신 중에도 참석하여 주신 여러 소위원님들과 관계자 여러분께 진심으로 감사의 말씀을 드립니다. 
n_id.7,o_id.1,소위원장 조정식,오늘 이석준 차관이 다른 국회 일정이 있어서 출석하지 못하고 기획재정부의 김낙회 세제실장이 출석하였습니다. 위원 여러분들의 양해를 부탁드립니다. 
n_id.8,o_id.1,소위원장 조정식,조세개혁소위원회는 활동기한이 제19대 국회 전반기까지이므로 아마 특별한 사정이 없는 한 오늘이 사실상 마지막 회의가 될 것으로 보입니다. 그동안 조세개혁소위원회가 원만히 운영될 수 있도록 협조해 주신 위원 여러분들께 먼저 진심으로 감사의 말씀을 드립니다. 
n_id.9,o_id.1,소위원장 조정식,오늘은 지난 2월 제322회 국회(임시회) 제1차 기획재정위원회 조세개혁소위원회에 이어 금융소득에 대한 과세체계 개선 방안을 계속해서 논의하도록 하겠습니다. 
n_id.10,o_id.1,소위원장 조정식,"그러면 오늘 의사일정, 금융소득에 대한 과세체계 개선 방안을 본격적으로 논의하기에 앞서 먼저 한 가지 양해말씀을 드리면, 여러 언론사에서 우리 취재진들께서 나와 계십니다마는 오늘 회의가 원활하고 효율적으로 잘 진행될 수 있도록 여기까지만 일단 저희가 오픈을 하고요. 필요하신 사전취재는 여기까지 하시고 기자분들께서 오늘 회의장을 같이 정리해 주셔서 퇴장하여 주시면 고맙겠습니다. "
