new_id,ori_id,speaker,utterance
n_id.1,o_id.1,소위원장 권성동,성원이 되었으므로 회의를 시작하겠습니다.
n_id.2,o_id.1,소위원장 권성동,제316회 국회(임시회) 제4차 법안심사제1소위원회를 개의합니다.
n_id.3,o_id.2,소위원장 권성동,"먼저 의사일정 제1항부터 제12항까지 주택임대차보호법 일부개정법률안, 12건을 일괄하여 상정합니다."
n_id.4,o_id.2,소위원장 권성동,"문광섭 전문위원, 그동안 논의 경과를 보고해 주시기 바랍니다."
n_id.5,o_id.2,소위원장 권성동,짧게 보고해 주시기 바랍니다.
n_id.6,o_id.3,전문위원 문광섭,"먼저 주택임대차보호법의 작은 논점에 대해서는 일부 의견 접근된 것도 있습니다마는 큰 쟁점, 계약갱신청구권과 전월세 상한제 부분에 대해서 지금 너무 입장 차이가 커서 진전이 안 되고 있는 형편이고......"
n_id.7,o_id.3,전문위원 문광섭,오늘 국토교통부에서 반대하는 논거에 대해서 보다 구체적으로 정리를 해서 발표할 예정입니다.
n_id.8,o_id.4,소위원장 권성동,알겠습니다.
n_id.9,o_id.4,소위원장 권성동,"제가 이춘석 야당 간사님하고 이 문제를 어떻게 타결 지을 것인가 논의를 했습니다. 우선 합의되는 부분만 정리해서 통과를 시키고, 그리고 합의 안 되는 부분은 계속해서 논의하는 구조로 가는 것이 어떻겠느냐고 제안했고, 이춘석 간사께서는 그 부분에 대해서 긍정적으로 한번 검토해 보겠다, 이런 말씀이 계셨거든요."
n_id.10,o_id.4,소위원장 권성동,"그래서 이 부분이 합의가 되어야 우리가 지난번에 잠정적으로 합의한 부분에 대해서 좀 구체적으로 확정 지을 수가 있고, 만약 이 부분에 대한 합의가 안 된다고 그러면 주택임대차보호법이나 상가건물 임대차보호법 2건 모두 계속해서 심사하는 것으로 하고 다음 안건으로 넘어가는 것이 논의의 효율성 측면에서 좋다, 이렇게 생각을 하고 있습니다."
n_id.11,o_id.4,소위원장 권성동,그래서 이 부분에 대해서 야당의 입장이 어떤지 말씀해 주시면 고맙겠습니다.
n_id.12,o_id.5,이춘석 위원,"특히 주택임대차보호법에 대해서 저희가 중점적으로 하는 전월세 상한제와 계약갱신권을 여당에서 수용하지 못하겠다, 또 많이 양보해서 임대차 계약갱신권의 기간을 2년이 아니라 1년까지 논의했는데 지금 국토부 반대로 못하겠다는 입장이 있습니다. 그런데 일부분에 대해서는 주택 임차인을 위해서 필요한 부분도 있습니다."
n_id.13,o_id.5,이춘석 위원,"그래서 지금까지 논의된 부분은 논의하고 계속 심사를 하는데, 나머지 여기서 오늘 확정되지 못하는 부분에 대해서 다음 7월이나 8월 임시회가 열리면 새누리당 위원님들께서 계속 쳇바퀴가 아니라 전향적으로 검토를 하겠다, 그 정도로 성실히 임하고 그런 부분에 합의점을 찾기 위해 노력하겠다는 정도의 약속을 해 주시면 지금까지 정리된 부분이라도 어려움을 겪고 있는 임차인을 위해서 통과시키고, 또 뒤의 부분은 그때 가서 다시 논의하는 절차에 대해서 수용하겠다는 생각입니다."
n_id.14,o_id.5,이춘석 위원,권성동 간사께서 오늘 합의되지 못한 부분에 대해서 다음 회기에 전향적으로 검토를 하겠다는 정도의 약속을 해 주십사 부탁을 드립니다.
n_id.15,o_id.6,소위원장 권성동,"전향적인 검토가 지금 박영선 위원장 등이 제출한 계약갱신청구권, 차임 상한제 이 부분에 대해서 합의를 의미하는 것이라면......"
n_id.16,o_id.7,이춘석 위원,"아니, 적어도 계약갱신권 1년 정도 연장 부분에 대해서는......"
n_id.17,o_id.8,소위원장 권성동,그것까지 제가 약속을 못 드리겠고......
n_id.18,o_id.9,이춘석 위원,하여튼 긍정적으로 검토하겠다는......
n_id.19,o_id.10,소위원장 권성동,"하여튼 저희도 이 부분에 대해서 경제적인 파장이 없는가, 없으면 사실 야당위원님들이 주장하시는 것을 받아 주고 싶은데 그런 경제적인 부분에 대해서 확신이 없었기 때문에 지금까지 그 논의에서 저희들이 한 발 비켜 서 있었습니다. 하여튼 이 부분에 대해서 좀 더 전향적인 입장에서 검토를 하려고 노력은 하겠습니다."
