new_id,ori_id,speaker,utterance,note
n_id.1,o_id.1,소위원장대리 김동철,의석을 정돈해 주시기 바랍니다.,
n_id.2,o_id.1,소위원장대리 김동철,성원이 되었으므로 제367회 국회(임시회) 제2차 고용노동소위원회를 개의하겠습니다.,
n_id.3,o_id.1,소위원장대리 김동철,회의에 참석해 주신 위원님 여러분과 정부 관계자 여러분께 감사 말씀드립니다.,
n_id.4,o_id.1,소위원장대리 김동철,오늘 안건심사는 어제와 동일하게 안건을 일괄상정하여 주제별로 심의하는 방식으로 진행하겠습니다.,
n_id.5,o_id.1,소위원장대리 김동철,정부 측 관계자들께서는 발언 시 위원장의 허가를 받아 발언해 주시고 반드시 직위와 성명을 말씀해 주시기 바랍니다.,
n_id.6,o_id.1,소위원장대리 김동철,본격적인 의사일정에 들어가기 전에 원활한 회의진행을 위해서 소위의 언론 공개는 여기까지 하도록 하겠습니다.,
n_id.7,o_id.1,소위원장대리 김동철,언론인 여러분들께서는 협조해 주시기 바랍니다.,
n_id.8,o_id.1,소위원장대리 김동철,그러면 의사일정에 들어가도록 하겠습니다.,
n_id.9,o_id.1,소위원장대리 김동철,1. 근로기준법 일부개정법률안(신보라 의원 대표발의)(계속),
n_id.10,o_id.1,소위원장대리 김동철,2. 근로기준법 일부개정법률안(추경호 의원 대표발의)(의안번호 13143)(계속),
n_id.11,o_id.1,소위원장대리 김동철,3. 근로기준법 일부개정법률안(송희경 의원 대표발의)(계속),
n_id.12,o_id.1,소위원장대리 김동철,4. 근로기준법 일부개정법률안(장병완 의원 대표발의)(계속),
n_id.13,o_id.1,소위원장대리 김동철,5. 근로기준법 일부개정법률안(김학용 의원 대표발의)(계속),
n_id.14,o_id.1,소위원장대리 김동철,6. 근로기준법 일부개정법률안(이은권 의원 대표발의)(계속),
n_id.15,o_id.1,소위원장대리 김동철,7. 근로기준법 일부개정법률안(김관영 의원 대표발의)(계속),
n_id.16,o_id.1,소위원장대리 김동철,8. 근로기준법 일부개정법률안(이진복 의원 대표발의)(계속),
n_id.17,o_id.1,소위원장대리 김동철,9. 근로기준법 일부개정법률안(박명재 의원 대표발의)(계속),
n_id.18,o_id.2,소위원장대리 김동철,의사일정 제1항부터 제196항까지의 안건을 일괄하여 상정합니다.,
n_id.19,o_id.2,소위원장대리 김동철,그러면 수석전문위원께서 소위 자료를 중심으로 설명해 주시기 바랍니다.,
n_id.20,o_id.3,수석전문위원 김양건,"5권, 외국인근로자의 고용 등에 관한 법률 일부개정법률안 1쪽입니다.",
n_id.21,o_id.3,수석전문위원 김양건,어업 종사 외국인근로자에 대해서 고용허가제 적용을 제외하도록 하는 내용입니다.,
