new_id,ori_id,speaker,utterance
n_id.1,o_id.1,소위원장 박범계,성원이 되었으므로 제349회 국회(임시회) 제2차 법안심사1소위원회를 개의합니다.
n_id.2,o_id.1,소위원장 박범계,오늘 심사 안건은 지난 소위원회에서 논의를 종료하지 못한 김종인 의원 대표발의 상법 일부개정법률안 등을 포함해서 총 22건을 선정하였습니다.
n_id.3,o_id.1,소위원장 박범계,안건 심사가 원만하게 진행될 수 있도록 회의 진행에 협조하여 주시기 바랍니다.
n_id.4,o_id.1,소위원장 박범계,안건 심사 진행 방식은 지난 회의와 같이 전문위원으로부터 안건의 주요 내용에 대한 보고를 듣고 관계부처의 의견을 청취한 다음 소위 위원님들 간의 논의를 거쳐 의결 여부를 결정하도록 하겠습니다.
n_id.5,o_id.1,소위원장 박범계,그러면 안건 심사를 시작하겠습니다.
n_id.6,o_id.2,소위원장 박범계,"의사일정 제1항 김종인 의원이 대표발의한 상법 일부개정법률안, 의사일정 제2항 박용진 의원이 대표발의한 상법 일부개정법률안, 의사일정 제3항 채이배 의원이 대표발의한 상법 일부개정법률안, 의사일정 제4항 노회찬 의원이 대표발의한 상법 일부개정법률안, 의사일정 제5항 오신환 의원이 대표발의한 상법 일부개정법률안, 이상 5건의 법률안을 일괄하여 상정합니다."
n_id.7,o_id.2,소위원장 박범계,"지난 회의 때 우리 강병훈 전문위원께 김진태 위원님이 지적했던 사안과 또 여타의 다른 위원님들이 지적했던 사안들에 대해서 제가 전문위원이 이쪽저쪽 안들을 다 검토해서 준비를 해 달라고 말씀을 드렸고요, 또 법무부에도 자체적으로 어떤 대안이 가능할 것인지 좀 검토를 해 봐 달라고 했었습니다."
n_id.8,o_id.2,소위원장 박범계,"강병훈 전문위원, 보고해 주시기 바랍니다."
n_id.9,o_id.3,전문위원 강병훈,"예, 위원장님, 보고드리겠습니다."
n_id.10,o_id.3,전문위원 강병훈,"우선 지난번에 말씀하신 대안에 대해서, 수정안에 대해서 말씀드리기 전에 오늘 의사일정 제5항 오신환 의원이 대표발의하신 상법 개정법률안에 대해서는 소위에서 심사가 된 바가 없었습니다. 그래서 오신환 의원안에 대해서 간략하게 내용을 보고를 드리고, 말씀하신 부분에 대해서 보고드리도록 하겠습니다."
n_id.11,o_id.4,소위원장 박범계,"예, 그러십시다."
n_id.12,o_id.5,전문위원 강병훈,4페이지 참조해 주시기 바랍니다.
n_id.13,o_id.5,전문위원 강병훈,오신환 의원께서 대표발의하신 법안 가운데 먼저 대표소송에 관한 부분입니다. 4페이지에 정리가 되어 있습니다. 김종인 의원안과 동일하게 일반 모자회사 관계에서 대표소송을 인정하자는 것으로 요약할 수 있겠습니다.
n_id.14,o_id.5,전문위원 강병훈,14페이지 참조해 주시기 바랍니다.
n_id.15,o_id.5,전문위원 강병훈,지금까지 나와 있는 대표소송에 관한 법안들의 비교표입니다. 김종인 의원안부터 오늘 논의하고 있는 오신환 의원안까지 회사 출자 관계에서부터 마지막에 회계장부 열람·등사 청구권 인정 여부에 이르기까지 대비되는 표를 만들어 두었으니 참조해 주시면 좋겠습니다.
n_id.16,o_id.5,전문위원 강병훈,"다음, 전자투표·서면투표 의무화에 관한 오신환 의원안은 21페이지입니다."
n_id.17,o_id.5,전문위원 강병훈,이 안은 채이배 의원안과 노회찬 의원안과 동일한 내용이 되겠습니다. 전자적 방법 또는 서면 중 어느 하나의 방법으로 의결권 행사 방법을 의무화해야 된다 그런 내용이 되겠습니다. 
n_id.18,o_id.5,전문위원 강병훈,"다음 33페이지, 감사위원회 위원 분리 선임 문제입니다."
