new_id,ori_id,speaker,utterance,note
n_id.1,o_id.1,소위원장 황영철,의석을 정돈해 주시기 바랍니다.,
n_id.2,o_id.1,소위원장 황영철,성원이 되었으므로 제320회 국회(정기회) 안전행정위원회 제4차 법안심사소위원회를 개의하겠습니다.,
n_id.3,o_id.1,소위원장 황영철,오늘은 우리 소위에 회부되어 있는 중앙선거관리위원회 소관 법률안 중에서 쟁점이 비교적 적은 13건의 법률안을 우선 심사하도록 하겠습니다. 회의가 효율적으로 운영될 수 있도록 많은 협조를 당부드리겠습니다.,
n_id.4,o_id.2,소위원장 황영철,그러면 의사일정 제1항 세계선거기관협의회 지원에 관한 법률안을 상정합니다. ,
n_id.5,o_id.2,소위원장 황영철,전문위원께서 심사 경과와 주요 내용을 설명해 주시기 바랍니다.,
n_id.6,o_id.3,전문위원 임재주,전문위원입니다.,
n_id.7,o_id.3,전문위원 임재주,"오늘은 크게 세계선거기관협의회 지원에 관한 법률안하고 선거정치교육지원법률안, 공직선거법 일부개정법률안, 정당법 일부개정법률안 이렇게 네 가지고요. 앞의 1, 2번은 제정안이고 3, 4번은 개정안입니다.",
n_id.8,o_id.3,전문위원 임재주,1페이지를 봐 주시기 바랍니다. ,
n_id.9,o_id.3,전문위원 임재주,세계선거기관협의회 지원에 관한 법률안입니다.,
n_id.10,o_id.3,전문위원 임재주,세부내용은 논의 중에 나오기 때문에 1페이지는 생략하겠습니다.,
n_id.11,o_id.3,전문위원 임재주,2페이지입니다.,
n_id.12,o_id.3,전문위원 임재주,제1조 목적에 관한 내용입니다.,
n_id.13,o_id.3,전문위원 임재주,"A-WEB, 세계선거기관협의회를 약칭해서 A-WEB이라고 하겠습니다. A-WEB 및 그 사무처의 활동과 운영을 지원함으로써 A-WEB의 원활한 운영을 도모하고 이를 통해 세계민주주의 발전에 기여하려 한다는 목적을 명확히 하고 있습니다. ",
n_id.14,o_id.3,전문위원 임재주,특별한 의견은 없습니다. ,
n_id.15,o_id.3,전문위원 임재주,3페이지입니다.,
n_id.16,o_id.3,전문위원 임재주,제2조 법인격과 행위능력에 관한 내용입니다.,
n_id.17,o_id.3,전문위원 임재주,법안의 주요내용을 보면 A-WEB 및 사무처가 국내에서 그 목적과 기능을 원활히 수행하도록 법인격과 행위능력을 부여하고 이에 근거하여 A-WEB이 독립적이고 실제적으로 국제적인 활동을 적극적으로 수행함으로써 국제적으로도 법인격을 인정받을 수 있는 기반을 마련할 수 있도록 하려는 것입니다. ,
n_id.18,o_id.3,전문위원 임재주,제정안 제2조제1항 본문은 A-WEB을 국제기구라고 명시적으로 규정하고 있습니다. ,
n_id.19,o_id.3,전문위원 임재주,이에 대한 검토의견을 말씀드리면 먼저 협의로 보는 경우 A-WEB은 조약에 의해 설립된 것이 아니기 때문에 국제기구로 보기 어려운 점이 있습니다. ,
n_id.20,o_id.3,전문위원 임재주,광의로 보면 A-WEB은 창립총회에서 당사국들이 세계선거기관협의회 헌장을 통해서 기구 창설 결의를 했다는 점에서 국제기구성을 인정할 여지가 있습니다. ,
n_id.21,o_id.3,전문위원 임재주,"다만 통상 국제기구 성립의 3요소라고 할 수 있는 국제법인격, 행위능력 및 특권과 면제에 관한 규정이 헌장에 명시되어 있지 않고 조약 등 복잡한 절차를 우회하여 국제기구로 인정받을 수 있다는 선례가 되어 국내에 법인을 두고 있는 다양한 기구들이 국제기구로의 전환을 요구할 가능성이 있다는 점을 검토할 필요가 있다고 봅니다. ",
n_id.22,o_id.3,전문위원 임재주,또 국제기구인지 여부는 국내법에서 명문으로 별도로 규정할 수 있는 것이 아니라는 점을 감안하여 안 제2조제1항의 국제기구로서의 표현은 삭제하는 것이 바람직할 것으로 보입니다.,
n_id.23,o_id.3,전문위원 임재주,4페이지입니다.,
n_id.24,o_id.3,전문위원 임재주,A-WEB의 법인격성을 검토드리겠습니다.,
n_id.25,o_id.3,전문위원 임재주,제정안 제2조제1항은 A-WEB의 설립 및 운영 목적에 따른 기능을 수행할 수 있는 법인격을 보유하고 있다고 명시하고 있습니다. ,
n_id.26,o_id.3,전문위원 임재주,검토의견을 말씀드리면 국내법인으로서의 법인격을 부여함으로써 설립목적에 따라 국내에 유치한 A-WEB 사무처의 법률행위를 원활하게 수행하도록 하려는 취지입니다.,
n_id.27,o_id.3,전문위원 임재주,"국내법상 법인격을 부여받기 위해서는 민법 또는 각종 법인설립에 관한 특별법등의 입법례에 따라 설립등기, 정관, 이사회, 주무관청 등에 관한 사항 등이 요구되는데 제정안은 이러한 요건을 전혀 명시하지 않고 있다는 점에서 이를 추가하거나 보완이 필요합니다. ",
n_id.28,o_id.3,전문위원 임재주,만약 최소한의 필요요건 규정 없이 특별법을 통해 법인 설립을 인정한다면 민법 등 관련법에 따른 정관 작성 및 주무관청에의 등록·허가 등 절차를 거치지 않고도 법인 설립을 인정하는 선례가 될 것으로 봅니다. ,
n_id.29,o_id.3,전문위원 임재주,"5페이지, A-WEB의 법적 행위능력 검토하겠습니다.",
n_id.30,o_id.3,전문위원 임재주,제정안 제2조제1항 각호는 A-WEB의 법적 행위능력 보유를 명시적으로 규정하고 있습니다. ,
n_id.31,o_id.3,전문위원 임재주,"검토의견을 말씀드리면 특정한 기구가 그 설립 및 운영 목적에 따라 활동하기에 충분한 법적 행위능력은 대부분 계약체결 능력, 부동산 취득·처분 능력, 소 제기 능력 등 3대 법적 행위능력을 허용하는데 제정안에 의해서 A-WEB이 국내법인격을 보유하게 된다면 계약, 재산의 취득과 처분 및 소송 당사자로서의 활동이 가능해질 것으로 보입니다. ",
n_id.32,o_id.3,전문위원 임재주,다만 동 조 제1항에 있는 '다른 공적 기능'이라는 용어가 무엇을 의미하는지 명확하지 않다는 점에서 각호에 열거된 행위 외에 다른 공적 기능을 수행하는 것으로 해석될 소지가 있는 바 법률의 명확성의 원칙에 위배될 가능성이 있다고 판단되므로 각호를 열거하는 것이 타당하다고 보입니다.,
n_id.33,o_id.3,전문위원 임재주,7페이지입니다.,
n_id.34,o_id.3,전문위원 임재주,"협의회와의 협력, 제3조입니다.",
n_id.35,o_id.3,전문위원 임재주,중앙선거관리위원회 위원장이 협의회의 주관부처로서 협의회와의 협력을 강화하거나 협의회 활동을 지원하기 위한 종합적인 시책을 수립하고 시행할 수 있도록 하고 관계 중앙행정기관장에게 협조를 요청할 수 있도록 하며 이 경우 중앙행정기관의 장은 필요한 적절한 조치를 의무화하도록 하고 있습니다.,
n_id.36,o_id.3,전문위원 임재주,또한 중앙선거관리위원회 위원장은 필요시 협의회 소재지 지방자치단체장의 협조를 구할 수 있도록 규정하고 있는데요.,
n_id.37,o_id.3,전문위원 임재주,이에 대한 검토의견을 말씀드리면 A-WEB 주관부처를 중앙선거관리위원회로 규정하는 것은 선거와 민주주의 분야의 다자간 협력기구라는 A-WEB의 성격을 고려하여 국내법상 행위의 주관부처를 외교부가 아닌 중앙선거관리위원회로 명확히 하려는 취지로 보입니다. ,
n_id.38,o_id.3,전문위원 임재주,다만 제3조제3항은 위원장의 협조 요청을 받은 관계중앙행정기관의 협조를 의무사항으로 규정하고 있는데 충분한 협의를 거칠 필요가 있고 특별한 사유가 있는 경우는 다른 법에서의 예처럼 예외를 인정할 필요가 있다고 봅니다. ,
n_id.39,o_id.3,전문위원 임재주,9페이지입니다.,
n_id.40,o_id.3,전문위원 임재주,마지막으로 국가와 지방자치단체의 지원에 관한 내용입니다.,
n_id.41,o_id.3,전문위원 임재주,국가와 지방자치단체가 A-WEB의 활동 및 사무처 운영에 필요한 행정 및 재정적 지원을 할 수 있다고 규정하고 있습니다. ,
n_id.42,o_id.3,전문위원 임재주,검토의견을 말씀드리면 A-WEB 사무처가 인천 송도에 위치하게 되어 소재지인 인천광역시와의 협력이 필수적이므로 협조를 구할 수 있는 법적근거를 마련하기 위한 것으로 보입니다. ,
n_id.43,o_id.3,전문위원 임재주,그런데 중앙선거관리위원회가 전체 사업 소요액의 약 60%를 분담금으로 산정하여 국가예산으로 부담하고자 계획하고 있다는 점에서 감사원의 회계검사 등을 통해 행정·재정적 통제 및 투명성을 제고할 수 있는 방안을 검토할 필요가 있다고 보입니다. ,
n_id.44,o_id.3,전문위원 임재주,이상으로 마치겠습니다. ,
n_id.45,o_id.4,소위원장 황영철,"전문위원님, 수고하셨습니다. ",
n_id.46,o_id.4,소위원장 황영철,"다음은 선관위 사무차장님, 정부 측 의견 말씀해 주시기 바랍니다. ",
n_id.47,o_id.5,중앙선거관리위원회사무차장 김용희,다시 3페이지로 돌아가서요. ,
n_id.48,o_id.5,중앙선거관리위원회사무차장 김용희,국제기구가 되려고 하면 조약에 의해서 설립하는 것이 원칙입니다. 그래서 국가 간에 적어도 3개 이상의 국가기구가 조약에 의해서 국제기구 설립을 협약을 하고 또 국회에서 인준도 받아야 되고 또 그것을 통해 가지고 본부 협정을 체결을 하고 이런 절차 등을 거쳐야 되는데 오늘날에 있어서는 그러한 협의의 법률적인 국제기구만 있는 것이 아니고 여러 다양한 형태의 국제기구가 있습니다. ,
n_id.49,o_id.5,중앙선거관리위원회사무차장 김용희,즉 쉽게 옆에서 접할 수 있는 IPU 같은 경우가 대표적인 사례입니다. 그게 협의로는 국제기구가 아니거든요. 하지만 IPU가 국제기구가 아니라고 말할 수가 없을 겁니다. 감사원장회의도 마찬가지입니다.,
n_id.50,o_id.5,중앙선거관리위원회사무차장 김용희,그런데 대부분의 이런 헌법기관들에 의해서 만들어지는 국제기구의 경우에는 국제기구로 전환을 하려고 할 때에 정부가 거기에 협약의 주체로 나서야 되기 때문에 어떤 독립성 때문에 그것을 인정 안 합니다. ,
