new_id,ori_id,speaker,utterance,note
n_id.1,o_id.1,소위원장 이한성,의석을 정돈하여 주시기 바랍니다.,
n_id.2,o_id.1,소위원장 이한성,성원이 되었으므로 제311회 국회(정기회) 기획재정위원회 제9차 예산결산기금심사소위원회를 개의하겠습니다.,
n_id.3,o_id.1,소위원장 이한성,바쁘신 중에도 참석해 주신 위원님들과 신제윤 차관님을 비롯한 정부 관계자 여러분께 깊이 감사드립니다.,
n_id.4,o_id.1,소위원장 이한성,오늘은 기획재정부 소관 예산안과 기금운용계획안에 대해 그간 우리 소위원회 회의와 간사 간 협의를 거쳐 합의된 사항을 확인하고 의결도 할 순서입니다마는 야당 위원님들께서 도착을 아직 못 하셨으므로 시간절약상 우선 보고와 정부 의견을 듣도록 한 후에 야당 위원님들 도착하시면 의결하는 방향으로 진행하도록 하겠습니다.,
n_id.5,o_id.1,소위원장 이한성,오늘 오후에 예산안 및 기금 처리를 위한 위원회 전체회의가 있는 만큼 위원님들의 협조를 부탁드립니다.,
n_id.6,o_id.2,소위원장 이한성,먼저 의사일정 제1항 및 제2항 기획재정부 소관 2013년도 예산안과 2013년도 기금운용계획안을 일괄하여 상정합니다.,
n_id.7,o_id.2,소위원장 이한성,지난 회의까지 합의된 사항에 대해서 수석전문위원님께서 보고해 주시기 바랍니다.,
n_id.8,o_id.3,수석전문위원 국경복,수석전문위원입니다.,
n_id.9,o_id.3,수석전문위원 국경복,보고드리겠습니다.,
n_id.10,o_id.3,수석전문위원 국경복,지난 회의에서 합의 안 된 사항이 한 3건 있었습니다. 그래서 오늘 아침에 간사님 두 분께서 모이셔 가지고 합의를 했습니다. 그 도출된 합의안에 대해서 보고를 드리도록 하겠습니다.,
n_id.11,o_id.3,수석전문위원 국경복,먼저 기업은행 및 산은금융지주 지분 매각대금은 정부 원안대로 하되 다음과 같은 부대의견을 채택하기로 했습니다. 간사회의에서 먼저 합의한 부대의견을 읽어드리겠습니다.,
n_id.12,o_id.3,수석전문위원 국경복,"'예산결산특별위원회 심사과정에서 세입여건과 세출규모 등을 종합적으로 고려하여 산은금융지주 지분 매각대금의 적정규모를 검토하고, 정부는 산은금융지주의 민영화 계획을 검토하여 소관 상임위원회에 보고할 것'.",
n_id.13,o_id.3,수석전문위원 국경복,둘째는 경제교육지원사업 중에 아하경제에 대해서 25억 원을 삭감하기로 했습니다.,
n_id.14,o_id.3,수석전문위원 국경복,"부대의견 문구에 대해서 정부 측에서, 기획재정부에서 조금 말씀이 있으셨기 때문에 부대의견 다시 낭독해 드리도록 하겠습니다.",
