new_id,ori_id,speaker,utterance
n_id.1,o_id.1,소위원장 심재권,좌석을 정돈해 주시기 바랍니다.
n_id.2,o_id.1,소위원장 심재권,성원이 되었으므로 제334회 국회(임시회) 외교통일위원회 제1차 예산결산기금심사소위원회를 개의하겠습니다.
n_id.3,o_id.1,소위원장 심재권,먼저 바쁘신 가운데도 회의에 참석해 주셔서 감사하다는 말씀을 드립니다.
n_id.4,o_id.2,소위원장 심재권,"그러면 의사일정 제1항 2014회계연도 외교부 소관 결산, 의사일정 제2항 2014회계연도 외교부 소관 예비비지출 승인의 건, 이상 2건을 일괄하여 상정합니다. "
n_id.5,o_id.2,소위원장 심재권,"국회법 제84조의 규정에 의하면 결산은 심사 결과 위법 또는 부당한 사항이 있는 경우 정부 또는 해당 기관에 변상 및 징계조치 등의 시정을 요구하도록 되어 있고, 시정요구 유형은 변상·징계·시정·주의·제도개선 등 5개 기준으로 분류하여 예산결산특별위원회에 통보하도록 되어 있다는 것을 말씀드립니다."
n_id.6,o_id.2,소위원장 심재권,지금 위원님들 자리에 전체회의 대체토론 과정에서 위원님들께서 지적하신 사항을 토대로 시정요구 분류 기준에 따라 수석전문위원이 정리한 소위원회 심사 자료가 배부되어 있습니다. 
n_id.7,o_id.2,소위원장 심재권,이 자료를 중심으로 수석전문위원의 설명과 정부 측의 의견을 들은 다음 위원님들께서 질의와 토론 과정을 거쳐 시정요구사항을 확정하는 방식으로 심사를 진행하도록 하겠습니다.
n_id.8,o_id.2,소위원장 심재권,그러면 수석전문위원께서 먼저 1번부터 5번까지 5건의 시정 사항에 대해 일괄하여 보고해 주시기 바랍니다.
n_id.9,o_id.3,수석전문위원 이종후,수석전문위원 보고드리겠습니다. 
n_id.10,o_id.3,수석전문위원 이종후,"먼저 소위자료 겉표지를 봐 주십시오. 겉표지를 봐 주시면, 어제 대체토론과 서면질의를 통해서 저희 위원회에 시정요구 온 사항이 총 33건입니다."
n_id.11,o_id.3,수석전문위원 이종후,"이 중에서 시정이 8건, 주의가 7건, 제도개선이 18건이 되겠습니다. "
n_id.12,o_id.3,수석전문위원 이종후,순서대로 설명을 드리겠습니다. 
n_id.13,o_id.3,수석전문위원 이종후,그러면 심사자료 1쪽이 되겠습니다. 
n_id.14,o_id.3,수석전문위원 이종후,"워킹홀리데이 이행과 관련해서 신경민 위원, 심재권 위원, 이주영 위원, 최재천 위원께서 워킹홀리데이 프로그램이 참가자들의 양적 확대에 치중한 기존 정책에서 탈피하여 참가자들의 안전 확보와 구직 도움을 위한 예산 지원을 확대하는 등 질적 내실화를 도모하고, 임금체불 및 최저임금 위반 문제에 대한 해결 방안을 마련하라는 시정요구를 하셨습니다. "
n_id.15,o_id.3,수석전문위원 이종후,"다음 페이지, 2쪽입니다."
n_id.16,o_id.3,수석전문위원 이종후,"이해찬 위원님께서 기관운영 기본경비와 관련하여 예산 당국과의 협의를 통해 기타직 보수 예산을 충분히 확보하여 연례적인 이·전용 사례가 반복되지 않도록 노력하고, 예산편성 체계 개편을 통해 총액인건비 제도 위반 사례가 발생하지 않도록 시정하라는 주문이 있으셨습니다. "
n_id.17,o_id.3,수석전문위원 이종후,3쪽이 되겠습니다. 
n_id.18,o_id.3,수석전문위원 이종후,이해찬 위원님께서 기관운영 기본경비 관련하여 비직제 보조기관의 운영은 적정한 기관운영 기본경비 집행의 근거가 될 수 없으므로 관계기관과의 협의 등을 통해 조속히 시정하라고 하셨습니다. 
n_id.19,o_id.3,수석전문위원 이종후,4쪽입니다.
n_id.20,o_id.3,수석전문위원 이종후,저희 검토보고에서 지적한 사항입니다.
n_id.21,o_id.3,수석전문위원 이종후,기관운영 기본경비 등과 관련하여 공무원여비규정의 취지에 따라 여행일수가 아닌 숙박일수에 맞춰 식비를 지급하도록 여비지급 기준을 합리적으로 조정하는 방안을 마련할 것을 시정요구하였습니다. 
n_id.22,o_id.3,수석전문위원 이종후,5쪽입니다.
n_id.23,o_id.3,수석전문위원 이종후,이해찬 위원님께서 재외공관 인건비와 관련하여 자녀학비 보조수당의 환전과 관련한 민원에 대해 사실여부를 파악하고 재발 방지를 위한 교육과 제도적 조치를 강구하라는 시정을 요구하셨습니다. 
n_id.24,o_id.3,수석전문위원 이종후,이상 5건을 먼저 보고드렸습니다. 
n_id.25,o_id.4,소위원장 심재권,다음은 외교부 조태용 차관님께서 수석전문위원의 보고 내용 중 이의가 있는 부분에 대해서 정부 측 의견을 말씀해 주시기 바랍니다.
n_id.26,o_id.5,외교부제1차관 조태용,말씀드리겠습니다.
n_id.27,o_id.5,외교부제1차관 조태용,"우선 1항의 워킹홀리데이 사건·사고 발생방지를 위한 안전대책 방안 및 질적 내실화 필요성과 관련해서, 사실은 이미 워킹홀리데이 예산 중에 청년 참가자들의 사전 준비나 구직을 위한 예산 항목들이 들어가 있습니다. "
n_id.28,o_id.5,외교부제1차관 조태용,"그러한 사업들을 지금 저희가 하고 있고, 호주지역 예를 들자면 대사관 내에 워킹홀리데이 인포메이션센터도 저희가 만들었고요. 그다음에 호주지역 재외공관의 홈페이지나 또 여러 가지 방법을 간담회를 통해서 저희가 구직이라든지 제도에 대해서 설명 사업을 해 주고 있습니다. "
n_id.29,o_id.5,외교부제1차관 조태용,그래서 이 부분에 대해서는 저희가 계속적으로 이런 방향으로 예산을 늘려 나가고 사업을 확충할 필요성은 있다고 생각이 됩니다마는 이것은 제도개선에 관한 사항이지 일이 잘못돼서 시정에 대한 사항은 아니라고 생각을 합니다.
n_id.30,o_id.5,외교부제1차관 조태용,그래서 이 부분은 제도개선으로 조정해 주실 것을 요청 올리겠습니다.
n_id.31,o_id.5,외교부제1차관 조태용,"그다음에 2항 총액인건비제도 취지에 위반되는 예산집행 개선 필요인데요, 총액인건비제도가 사실은 죽 이행이 되다가 2013년에 정부 전체적으로 총액인건비제도 자체가 바뀌었습니다. 그래서 이제 인건비에 대해서는 사람 숫자를 가지고 하나씩 다시 컨트롤하는 시스템으로 바뀌었습니다. "
n_id.32,o_id.5,외교부제1차관 조태용,"그리고 무기계약직 같은 경우에 예산을 충분히 확보하지 못해서 이·전용을 통해 충당을 하고 있습니다마는 올해 같은 경우에는 그 사이에 노력을 해서 작년보다 무기계약직 인건비 예산을 4억 4200만 원, 즉 지난 예산의 한 20% 정도 저희가 증액을 시켰습니다. 그래서 저희로서도 굉장히 노력을 하고 있기 때문에 이것은 시정사항이라기보다는 계속해서 이런 방향으로 노력하도록 해 주시는 사항이 아닌가 싶습니다."
n_id.33,o_id.5,외교부제1차관 조태용,이것은 저희가 제도를 위반한 것은 아니기 때문에 삭제를 해 주셨으면 하는 말씀입니다.
n_id.34,o_id.5,외교부제1차관 조태용,"그다음에 법령상 근거 없는 과단위 보조기관, 이것은 저희가 수용을 하겠습니다. 고쳐 나가도록 하겠습니다."
n_id.35,o_id.5,외교부제1차관 조태용,"네 번째, 국외업무여비 집행방식에 대한 개선 필요 사항인데요, 지금 정부 쪽에서 보자면 인사혁신처의 전체적인 방침이 항공여행 중 기내식이 나오거나 식비가 필요 없는 경우에 식비를 지급할지에 대해서는 개별 부처에 위임해 놓은 상황입니다. 그래서 규정으로 보자면 저희가 지침을 어기고 있는 것은 아닙니다. 다만 국회에서 지적을 해 주셨기 때문에 저희가 앞으로 이러한 방향으로 제도를 개선하는 검토작업을 하도록 하겠습니다. "
n_id.36,o_id.5,외교부제1차관 조태용,그래서 이것을 시정에서 제도개선으로 조정해 주십사 하는 말씀을 드리겠습니다.
n_id.37,o_id.5,외교부제1차관 조태용,"다섯 번째 항목에 대해서는 자녀학비 보조수당 달러 외 화폐 지급제도 개선 필요인데요, 이것이 알젠틴의 경우인 것으로 제가 알고 있습니다마는 저희가 조사를 해 보니까, 사실 파악을 해 봤습니다."
n_id.38,o_id.5,외교부제1차관 조태용,시정요구사항이 '사실 여부를 파악하고 재발 방지를 위한 교육과 제도적 조치를 강구해라' 이렇게 돼 있습니다. 그래서 사실 여부를 파악해 봤더니 암달러 환율로 해 가지고 환전해서 쓴 경우는 없는 것 같습니다. 공정환율로 바꿔서 죽 썼는데 다만 공정환율로 바꿨다고 하는 확인서를 첨부하는 게 없기 때문에 잘 드러나지 않아서 저희가 이번에 제도를 바꿔 가지고 학비를 받으면 각 개인이 공정환율로 돈을 바꾸고 바꿨다고 하는 증명서를 예산서류에 첨부하도록 제도개선을 했습니다. 
n_id.39,o_id.5,외교부제1차관 조태용,그래서 이것은 국회에서 말씀을 해 주셔서 저희가 올해 제도개선을 한 것이니까 시정 대신 바로 제도개선에 해당되는 사항이라고 생각이 됩니다. 그래서 제도개선으로 조정해 주실 것을 요청드리겠습니다.
n_id.40,o_id.5,외교부제1차관 조태용,이상입니다.
n_id.41,o_id.6,소위원장 심재권,정부 측 답변에 대해서 질의나 의견이 있으시면 위원님들께서 말씀해 주시기 바랍니다.
n_id.42,o_id.6,소위원장 심재권,우선 저는 첫 번째 사항 워킹홀리데이 사건·사고 발생 방지를 위한 안전대책 방안 및 질적 내실화 필요에 대해서는 우리가 시정으로 요구를 해야 된다고 생각합니다.
n_id.43,o_id.6,소위원장 심재권,물론 제도적으로 일부 개선하기 위해서 노력해 왔다는 것은 이해가 되나 그동안 워킹홀리데이 사안을 놓고 발생하는 여러 사건들에 비추어서 대처가 대단히 미흡하다고 생각을 합니다. 
n_id.44,o_id.6,소위원장 심재권,따라서 제도개선 이상으로 이 부분에 대해서 외교부가 새롭게 확고한 자세를 갖출 필요가 있다고 생각을 합니다.
n_id.45,o_id.7,외교부제1차관 조태용,"위원장님, 워킹홀리데이 문제가 중요하다고 말씀하신 것에 대해서는 저도 전적으로 공감이고, 제가 차관으로 오기 전에 호주 대사를 하면서 학생들 반수 이상이 오는 호주를 제가 담당해 봤는데요, 그래서 이것을 하면서 실제로 그 사이 개선을 상당히 많이 했습니다. "
n_id.46,o_id.7,외교부제1차관 조태용,"인포메이션센터 같은 것도 본부에 없었는데 본부에서도 만들고 그다음에 공관에 없었던 것인데 호주에서는 공관에다가도 인포메이션센터를 만들고 해서, 대사관에서 정례적으로 한인상가연합회 같은 데하고 간담회를 해서 워킹홀리데이 학생들이 안전하게 그리고 제대로 된 임금을 받을 수 있도록 정말 최선의 노력을 다해 나가고 있습니다."
n_id.47,o_id.7,외교부제1차관 조태용,그래서 저희가 지금 할 수 있는 만큼 하고 있는데 앞으로 더 할 필요는 있습니다마는 시정은 잘못한 것을 고치는 것 아니겠습니까? 저희가 하고 있는 게 부족하다 이렇게 생각이 되면 제도개선 쪽으로 가는 게 맞지 않는가 하는 생각입니다.
n_id.48,o_id.8,소위원장 심재권,다른 위원님들 말씀 있으시면 주시지요.
n_id.49,o_id.9,심윤조 위원,제가 질문을 하나 할까요?
n_id.50,o_id.9,심윤조 위원,"워킹홀리데이 비자 받아 가지고 나갈 때 직업을 구하는 것은 누구 책임인가요? 본인 당사자가 가서 구하는 건가요, 아니면 접수국에서 직업을 마련해 줘야 되는 건가요?"
n_id.51,o_id.10,외교부제1차관 조태용,이것은 당사자의 책임입니다. 그러니까 접수국에서 직업을 알선해 줘야 된다고 할 것 같으면 워킹홀리데이가 아니고 해외취업알선이 되겠습니다. 그래서 두 개가 다른 제도입니다.
n_id.52,o_id.11,심윤조 위원,그러면 워킹홀리데이 비자 받아서 갔는데 막상 직업을 못 구하는 경우에 어떻게 되는 겁니까?
n_id.53,o_id.12,외교부제1차관 조태용,그러니까 워킹홀리데이 자체가 여행을 가서 직업을 구할 수 있는 옵션을 가지고 있는 것이기 때문에 어떤 경우에는 와서 직업을 구하지 않는 경우도 개인의 선택에 따라 있습니다. 그러면 본인이 아무래도 여행경비를 많이 쓰게 되는 상황이 됩니다.
n_id.54,o_id.13,심윤조 위원,"그런데 일부 민원에 의하면 직업을 갖기 위해서 갔는데 직업을 못 구해서 정말 굉장히 비참한 생활을 하는 경우가 많이 발생하는 것 같은데, 그래 가지고 허드렛일도 하다가, 그러니까 안전에 상당히 취약한 경우가 꽤 있는 것 같아요."
