new_id,ori_id,speaker,utterance
n_id.1,o_id.1,소위원장 김도읍,의석을 정돈하여 주시기 바랍니다. 
n_id.2,o_id.1,소위원장 김도읍,성원이 되었으므로 제364회 국회(정기회) 법제사법위원회 법안심사제2소위원회 제1차 회의를 개의하겠습니다. 
n_id.3,o_id.1,소위원장 김도읍,그러면 회의를 시작하도록 하겠습니다. 
n_id.4,o_id.1,소위원장 김도읍,농림축산식품해양수산위원회 소관 법률안부터 심사하도록 하겠습니다. 
n_id.5,o_id.2,소위원장 김도읍,먼저 의사일정 제1항 농어촌정비법 일부개정법률안(대안)을 상정합니다. 
n_id.6,o_id.2,소위원장 김도읍,수석전문위원 보고해 주시기 바랍니다. 
n_id.7,o_id.3,수석전문위원 전상수,보고드리겠습니다. 
n_id.8,o_id.3,수석전문위원 전상수,심사자료 2쪽입니다. 
n_id.9,o_id.3,수석전문위원 전상수,농어촌정비법 개정안입니다. 
n_id.10,o_id.3,수석전문위원 전상수,"이 개정안의 내용은 크게 보면 네 가지 사항입니다. 농어촌 민박사업자 투숙객에 대한 석식 제공 문제 그리고 농업생산기반시설의 사용허가 및 농어촌 민박사업자 신고 관련 허가·신고수리 간주제도 도입 문제 그리고 농업생산기반 정비사업 시행자의 매립지 등에 대한 관리·처분 기준 수립을 위한 법적 근거 마련 문제, 끝으로 농업생산기반시설의 안전관리 등에 관한 기준 수립을 위한 법적 근거 마련 등의 네 꼭지인데 아래 세 번째, 네 번째 2건에 대해서는 의견이 없었습니다마는 석식 제공 문제와 허가·신고수리 간주와 관련해서 의견이 있었습니다. "
n_id.11,o_id.3,수석전문위원 전상수,그 요지를 말씀드리면 석식 제공의 경우 식품의약품안전처와 의견 대립이 있었습니다. 즉 농어촌 민박사업자의 석식 제공이 식품접객업에 해당할 수 있어 식품위생법에 따른 식품접객업자의 준수사항 면제 여부를 명확히 할 필요가 있다는 지적이 있었습니다. 
n_id.12,o_id.3,수석전문위원 전상수,또한 허가간주제 도입과 관련해서는 농업생산기반시설의 사용허가는 본래 목적 또는 사용에 방해가 되지 않는 범위 내인지 여부를 검토 후 결정되어야 하는 중요사항이므로 허가간주제도 도입은 신중할 필요가 있다는 의견이 있었습니다. 
n_id.13,o_id.3,수석전문위원 전상수,그리고 이 자리에 식약처에서 참석은 안 했지마는 개정안의 석식 제공 부분에 대해서 수용하기 어렵다는 의견이 있었습니다. 
n_id.14,o_id.3,수석전문위원 전상수,이상으로 보고를 마치겠습니다. 
n_id.15,o_id.4,소위원장 김도읍,"차관님, 정부 측 의견 주십시오. "
n_id.16,o_id.5,농림축산식품부차관 김현수,"메르스 등으로 인해서 농어촌 민박 운영에 어려움이 있다는 것은 우리가 다 알고 있는 사실입니다. 그래서 민박 경영체들에서 석식 제공을 해 주면 도움이 되겠다, 이런 의견들이 상당히 있었습니다. 하지만 방금 수석전문위원님 말씀하셨듯이 식약처의 식품위생·안전 우려가 있는 것이 사실입니다."
n_id.17,o_id.5,농림축산식품부차관 김현수,그래서 앞으로 농어촌 민박의 식품위생·안전 관련 충분한 검증을 위해서 시간이 요구되기 때문에 석식 부분은 삭제하고 처리하는 것에 동의합니다. 
n_id.18,o_id.5,농림축산식품부차관 김현수,"그리고 두 번째, 농업생산기반시설 사용허가 간주와 관련해서 지난 2016년도에 이런 간주 규정을 대대적으로 했습니다. 그런데 농업생산기반시설 사용허가의 경우에는 국민에게 미치는 영향 등에 대해서 면밀한 검토가 필요하다고 판단됩니다. "
n_id.19,o_id.5,농림축산식품부차관 김현수,"그래서 간주 처리를 할 경우에 소홀해질 수 있다는 법사위 의견에 공감하고 이 부분 23조 2항·3항, 그러니까 허가 간주와 관련된 사항은 삭제하고 가는 것에 동의합니다. "
n_id.20,o_id.6,소위원장 김도읍,그러면 신고 간주는 가능하다는 거예요?
n_id.21,o_id.7,농림축산식품부차관 김현수,"예, 신고 간주는 간주 처리해 주시는 대로 놔 두고요. 허가 간주는 여러 가지 문제가 있는 것으로 저희들도 파악하고 있기 때문에 그것은 삭제하고 가는 것으로 하겠습니다. "
n_id.22,o_id.8,소위원장 김도읍,위원님들 의견 주십시오. 
n_id.23,o_id.9,채이배 위원,"허가간주제도가 이게 언제까지 허가신청을 했는데 그걸 안 해 주면 일정 기간 법에서 30일로, 지금 개정안이 30일이지요?"
n_id.24,o_id.10,농림축산식품부차관 김현수,"예, 30일입니다."
n_id.25,o_id.11,채이배 위원,30일이 지나도 사용 허가를 통지해 주지 않으면 사용 허가를 한 것으로 본다라는 거잖아요?
