new_id,ori_id,speaker,utterance
n_id.1,o_id.1,소위원장 이현재,의석을 정돈해 주시기 바랍니다.
n_id.2,o_id.1,소위원장 이현재,성원이 되었으므로 제346회 국회(정기회) 기획재정위원회 제8차 조세소위원회를 개의하겠습니다.
n_id.3,o_id.1,소위원장 이현재,바쁘신 와중에도 참석해 주신 여러 위원님들과 관계 공무원 여러분께 감사드립니다.
n_id.4,o_id.1,소위원장 이현재,오늘 회의 진행은 준비된 자료에 따라 전문위원 설명과 정부 측 의견을 들은 후 위원님들의 질의·토론을 실시하고 합의가 이루어진 안건에 대해서는 의결하는 순서로 진행하도록 하겠습니다.
n_id.5,o_id.1,소위원장 이현재,본격적인 회의 진행에 앞서 오늘 회의는 비공개로 진행하고자 합니다. 언론사 관계자 여러분들의 이석을 위해 잠시 장내 정리 시간을 갖도록 하겠습니다.
n_id.6,o_id.1,소위원장 이현재,협조해 주시면 감사하겠습니다.
n_id.7,o_id.1,소위원장 이현재,그러면 의사일정에 들어가겠습니다.
n_id.8,o_id.1,소위원장 이현재,1. 국세기본법 일부개정법률안(오제세 의원 대표발의)(계속)
n_id.9,o_id.1,소위원장 이현재,2. 국세기본법 일부개정법률안(김종민 의원 대표발의)(계속)
n_id.10,o_id.1,소위원장 이현재,3. 국세기본법 일부개정법률안(박광온 의원 대표발의)(의안번호 1105)(계속)
n_id.11,o_id.1,소위원장 이현재,4. 국세기본법 일부개정법률안(김현미 의원 대표발의)(의안번호 1113)(계속)
n_id.12,o_id.1,소위원장 이현재,5. 국세기본법 일부개정법률안(김현미 의원 대표발의)(의안번호 1398)(계속)
n_id.13,o_id.1,소위원장 이현재,6. 국세기본법 일부개정법률안(박광온 의원 대표발의)(의안번호 1425)(계속)
n_id.14,o_id.1,소위원장 이현재,7. 국세기본법 일부개정법률안(박광온 의원 대표발의)(의안번호 1430)(계속)
n_id.15,o_id.1,소위원장 이현재,8. 국세기본법 일부개정법률안(김현미 의원 대표발의)(의안번호 1592)(계속)
n_id.16,o_id.1,소위원장 이현재,9. 국세기본법 일부개정법률안(김현미 의원 대표발의)(의안번호 1768)(계속)
n_id.17,o_id.2,소위원장 이현재,"의사일정 제1항 오제제 의원이 대표발의한 국세기본법 일부개정법률안부터 제214항 정세균 의원이 대표발의한 청년세법안까지, 이상 214건의 안건을 일괄해서 계속 상정합니다."
n_id.18,o_id.2,소위원장 이현재,그러면 조의섭 전문위원 설명해 주시기 바랍니다.
n_id.19,o_id.3,전문위원 조의섭,재재논의 우선심사 자료입니다.
n_id.20,o_id.3,전문위원 조의섭,1페이지 보고드리겠습니다.
n_id.21,o_id.3,전문위원 조의섭,납세자보호관의 납세자 권리보호 관련사항 보고 및 공개입니다.
n_id.22,o_id.3,전문위원 조의섭,여태까지 소위 심사 과정에서 권리보호 관련한 자료 제공 확대에 대해서 부대의견을 채택하는 방안 및 법안으로 하는 방안까지 포함해서 정부 측이 대안을 마련해서 지금 보고드리겠습니다.
n_id.23,o_id.4,소위원장 이현재,정부 설명해 주세요.
n_id.24,o_id.5,기획재정부세제실장 최영록,배포자료 2페이지가 되겠습니다.
n_id.25,o_id.6,소위원장 이현재,배포된 자료 2페이지.
n_id.26,o_id.7,기획재정부세제실장 최영록,"예, 배포자료입니다."
n_id.27,o_id.7,기획재정부세제실장 최영록,정부대안 및 요구자료 거기 2페이지에 보시면 정부는 두 가지 안 중에 논의해 주시는 안을 따르면 되겠습니다.
n_id.28,o_id.7,기획재정부세제실장 최영록,먼저 권리보호 관련 통계자료 제공을 확대하고 관련사항을 부대의견으로 적시해 주시는 방안입니다. 저희들이 지난번 보고드릴 때 개별납세자 정보가 아닌 다양한 권리보호 추진사항을 17년부터 국세통계연보에 자세히 공개되도록 개선하고 관련 통계 등을 국회에 상세히 제공하는 내용으로 보고를 드렸습니다. 그래서 이런 내용을 부대의견으로 적시해서 이행을 담보하는 방안이 있을 수 있고요.
n_id.29,o_id.7,기획재정부세제실장 최영록,아니면 국세기본법에 조문을 넣어 가지고 국세청장이 매년 납세자 권리보호업무의 추진 실적에 관한 통계 및 정책자료를 공개하도록 조문을 신설하는 안이 되겠습니다.
n_id.30,o_id.7,기획재정부세제실장 최영록,논의해 주시는 안으로 저희가 따르겠습니다.
n_id.31,o_id.8,소위원장 이현재,위원님들 질의 주시기 바랍니다.
