new_id,ori_id,speaker,utterance,note
n_id.1,o_id.1,소위원장 이윤석,성원이 되었으므로 제311회 국회(정기회) 국토해양위원회 제2차 예산결산기금심사소위원회를 개의합니다.,
n_id.2,o_id.1,소위원장 이윤석,우선 어제 심사한 행정중심복합도시건설청과 도로 분야 예산 중 1번에서 7번에 대해서 일부 위원님으로부터 예산안의 추가 증액 요구가 있어서 전문위원실에서 정부와 협의하여 적정 예산을 반영토록 하였습니다.,
n_id.3,o_id.1,소위원장 이윤석,그리고 어제 다루지 않았던 국토분야 도시재생사업 지원과 팔괴-덕포 간 남한강 대교 이 2건에 대해서도 전문위원실이 정부와 협의하여 적정 예산을 반영하도록 하겠습니다. ,
n_id.4,o_id.1,소위원장 이윤석,내년도 예산 심사와 관련해서 어제 국토 부문 전부와 교통 부문은 도로 분야까지 심사를 마쳤습니다. 오늘은 어제에 이어서 교통 부문의 철도·도시철도 분야부터 심사를 계속하겠습니다. ,
n_id.5,o_id.1,소위원장 이윤석,그러면 안건을 상정하겠습니다.,
n_id.6,o_id.2,소위원장 이윤석,"의사일정 제1항 2013년도 예산안, 의사일정 제2항 2013년도 기금운용계획안, 의사일정 제3항 2013년도 임대형 민자사업(BTL) 한도액안, 이상 3건을 일괄하여 상정합니다. ",
n_id.7,o_id.2,소위원장 이윤석,"허태수 전문위원, 철도·도시철도 분야 심사자료를 보고해 주시기 바랍니다. ",
n_id.8,o_id.3,전문위원 허태수,먼저 추가로 나눠 드린 자료 중에 철도 분야 1건이 추가돼 있습니다. ,
n_id.9,o_id.3,전문위원 허태수,김태흠 위원께서 요구하신 내용인데 일반철도 시설계량사업입니다. ,
n_id.10,o_id.4,김태흠 위원,어제 도로에서 했잖아요? ,
n_id.11,o_id.5,전문위원 허태수,철도에서도 한번 확인하고 넘어가겠습니다. ,
n_id.12,o_id.6,김태흠 위원,"그런데 잘못 들어갔던 것 아니에요, 그렇지요? ",
n_id.13,o_id.7,전문위원 허태수,예.,
n_id.14,o_id.7,전문위원 허태수,경부선 계산 굴다리 사업...... ,
n_id.15,o_id.8,국토해양부제1차관 한만희,"이것은 지금 현재 공사가 진행 중에 있는 것도 아니고 하기 때문에, 이것을 하려면 지자체에서 해야 됩니다. 나중에 혹시 경부선 개량할 때가 있다면 별도로 같이 검토하도록 하겠습니다.",
n_id.16,o_id.9,신기남 위원,그렇게 하십시다.,
n_id.17,o_id.10,전문위원 허태수,"그다음 나누어 드린 자료 1쪽, 교통 분야 철도·도시철도입니다. ",
n_id.18,o_id.10,전문위원 허태수,철도역 환승동선 개선사업에 대해서는 감액과 증액 의견 2건이 나왔습니다. 정부 측 의견은 감액 대신 23억 증액하는 의견을 수용하겠다고 했습니다. ,
n_id.19,o_id.10,전문위원 허태수,정부 측 설명하십시오. ,
n_id.20,o_id.11,국토해양부제1차관 한만희,환승동선 개선은 저희가 그동안의 집행실적을 감안해서 예산을 책정했고요. 그래서 이것은 꼭 반영을 시켜 주셨으면 고맙겠다는 말씀을 드립니다. ,
n_id.21,o_id.12,전문위원 허태수,이것은 23억 증액하는 것으로 하겠습니다. ,
n_id.22,o_id.13,소위원장 이윤석,그다음이요.,
n_id.23,o_id.14,전문위원 허태수,그다음 2쪽입니다.,
n_id.24,o_id.14,전문위원 허태수,소사-원시 복선전철 사업에 대해서 오병윤 위원께서 감액이 필요하다는 의견을 내셨습니다. ,
n_id.25,o_id.15,국토해양부제1차관 한만희,이것은 내년까지 용지 보상을 마무리해야 되기 때문에 예산이 꼭 필요하다는 말씀을 드립니다. ,
n_id.26,o_id.16,신장용 위원,수용. ,
n_id.27,o_id.17,전문위원 허태수,정부의견 대로 수용을 하겠습니다.,
n_id.28,o_id.17,전문위원 허태수,그다음에 포항영일만신항 인입철도에 대해서도 오병윤 위원께서 집행 부진이 발생하고 있기 때문에 60억 감액이 필요하다는 의견을 내셨습니다. ,
n_id.29,o_id.18,신장용 위원,수용.,
n_id.30,o_id.19,변재일 위원,"지금 2쪽, 3쪽은 다 감액 요청인데 어제 얘기한 대로 집행률 측정이 잘못돼 가지고 이렇게 나온 것 아니겠어요? 그것을 바탕으로 감액을 요청한 것이기 때문에, 전부 집행률이 정상적으로 가고 있기 때문에 내년도 예산에도 계속 반영해 달라 이런 요청이시지요?",
n_id.31,o_id.20,국토해양부제1차관 한만희,"예, 그렇습니다. ",
