new_id,ori_id,speaker,utterance
n_id.1,o_id.1,소위원장 김성태,의석을 정돈해 주시기 바랍니다.
n_id.2,o_id.1,소위원장 김성태,성원이 되었으므로 제324회 국회(임시회) 제1차 법안심사소위원회를 개의하겠습니다.
n_id.3,o_id.1,소위원장 김성태,안건 심사에 앞서 한 말씀 드리도록 하겠습니다.
n_id.4,o_id.1,소위원장 김성태,이번 4월 임시국회 환노위 소관 법안심사소위에서 특히 고용노동부 소관 법안심사 내용 중 가장 주된 국민적 관심 내용이 근로시간 단축을 비롯한 통상임금 그리고 경영상 이유에 의한 해고의 제한 문제 그리고 노사·노정 관계의 제반적인 문제점을 이번 법안심사소위에서 다뤄야 됩니다.
n_id.5,o_id.1,소위원장 김성태,"어제 휴일입니다마는 일요일에도 불구하고 그동안 우리 위원회에서 환노위 사회적 논의 촉진을 위한 노사정소위 국회의원 네 분은 계속적인 연락을 취하면서 다양한, 오늘 회의의 원만한 법안 처리를 위한 다각적인 노력을 기울였습니다. 그렇지만 아직까지 최종 절충작업이 마무리되지 않았습니다. 그래서 좀 더 심도 깊은 사전 논의가, 절충의 시간이 좀 더 필요한 것 같습니다."
n_id.6,o_id.1,소위원장 김성태,그래서 오전 회의는 잠깐 정회했다가 오후 2시에 소위를 속개했으면 하는 그런 바람입니다. 여러분들 이의 없으시면......
n_id.7,o_id.2,심상정 위원,"아니, 이의나 마나 어떤 말씀인지 내용은 잘 모르겠는데요. 그 사이에 합의가 가능하다는 말씀이신지, 아니면......"
n_id.8,o_id.3,소위원장 김성태,"지금 이제 거의 마지막 절충만 남았습니다, 판단이. 그래서 각 당 간의 입장 정리도 필요하고 또 여야 간에도 마지막 절충을 시도해야 될 그런 중차대한 시간이 필요합니다."
n_id.9,o_id.3,소위원장 김성태,그래서 위원님들이 양해가 되시면 법안심사소위 오전 회의는 잠깐 정회를 하고 오후 2시에 속개를 해서 쟁점법안들을 다뤄 나갈 수 있는 그런 시간이 되었으면 합니다.
n_id.10,o_id.4,심상정 위원,그건 차라리 소위원회에서 논의하는 게 빠르지 않습니까?
n_id.11,o_id.5,소위원장 김성태,하여튼 절충된 내용의 결론은 소위에서 논의가 될 겁니다.
n_id.12,o_id.5,소위원장 김성태,원활한 회의 진행을 위해서 오후 2시까지 정회를 선언합니다.
n_id.13,o_id.6,소위원장 김성태,의석을 정돈해 주시기 바랍니다. 
n_id.14,o_id.6,소위원장 김성태,성원이 됐으므로 회의를 속개하겠습니다.
n_id.15,o_id.6,소위원장 김성태,지난 2월 국회 환경노동위원회에서는 노사정 관계 악화로 인해서 중단된 사회적 논의를 복원하고 또 근로시간 단축이라든지 지난 연말 대법 판례로서 산업 현장에서 혼란을 겪고 있는 통상임금 그리고 노사·노정 관계 개선을 위한 다각적인 노동 관련 현안을 해결하고자 노사정사회적논의를위한소위원회를 구성해서 지금까지 활동을 했습니다.
n_id.16,o_id.6,소위원장 김성태,"그동안 두 달 동안에 각각 다섯 차례에 걸친 대표자 회의와 대표교섭단 회의 또 일곱 번의 지원단 회의를 통해서 근로시간 단축, 통상임금, 노사·노정 관계 개선이라는 세 가지 의제를 중심으로 심도 있는 논의를 진행해 왔습니다. 또 아울러서 세 차례의 공청회까지 열어서 각계의 의견을 또 수렴하기도 했었습니다."
n_id.17,o_id.6,소위원장 김성태,"사실상 어제 그저께 토요일 일요일도 없이 물밑 접촉을 위해서 이 소위에 참여하고 계신 존경하는 민주당 홍영표 간사님 그리고 이종훈 위원님, 신계륜 위원장님을 비롯한 또 저까지도 다각적인 비공식적인 교섭 활동을 진행해 왔습니다."
n_id.18,o_id.6,소위원장 김성태,하지만 최종적으로 이 쟁점들을 합의 처리하기는 상당히 물리적으로 시간적으로 부족하다는 그런 입장을 가졌었습니다. 그렇지만 여러 쟁점 사안에 대해서는 상당 부분 의견을 좁히기도 했지만 포괄적이고 종합적인 합의를 이끌어 내기에는 물리적인 시간이 다소 부족했던 것도 사실입니다.
n_id.19,o_id.6,소위원장 김성태,그렇기 때문에 노사정소위원회 여야 위원들은 아직 충분히 되지 않은 상태에서 4월 국회 일정을 의식해서 무리하게 입법을 추진하기보다는 노사정 당사자들이 좀 더 의견을 조율할 시간이 필요하다는 점에 의견을 같이했습니다. 그렇기 때문에 오늘 4월 임시회 환노위 법안심사소위원회에서는 그동안 노사정사회적논의촉진을위한소위원회에서 논의됐던 쟁점들에 대해서는 법안 처리를 오늘은 하지 않겠습니다.
n_id.20,o_id.6,소위원장 김성태,"소위원회 활동 최종 종료는 앞으로 있을 우리 환노위 전체회의에서 그동안 논의 활동·내용·경과 모든 것을 총망라한 정리를 통해서 우리 위원회의 입장을 가져가고자 합니다. 이 점 우리 위원님들 충분하게 인식하시고 오늘 법안 심사에, 타 법안 심사에 만전을 기해 주시기 바라겠습니다."
n_id.21,o_id.7,이완영 위원,위원장님!
n_id.22,o_id.8,소위원장 김성태,의사진행발언입니까?
n_id.23,o_id.9,이완영 위원,"예, 의사진행발언으로......"
n_id.24,o_id.9,이완영 위원,"노사정소위에서 상당 부분 어떤 각론에서는 합의된 부분도 있는데 종합적이고 총괄적으로 합의 타결해내야 되는 문제가 있다고 방금 말씀 주셨는데, 지금까지 접근된 내용 또 이견 있는 내용들을 우리 법안소위 위원님들한테라도 좀 알려 주셔야 되는 거 아닙니까?"
n_id.25,o_id.10,소위원장 김성태,"필요하다면 그 부분은 비공개 회의에서 부분적으로 말씀을 드릴 수 있습니다마는 이번 환노위 협상의 결과물은 전체적으로 패키지 딜로 완성하자는 여야 간의 기본적인 합의가 전제한 협상이 시작이기 때문에 부분적으로 합의된 내용은 있습니다마는 부분 합의된 내용만 지금 공개하기는 상당히 문제가 있습니다. 전체적으로, 어차피 패키지 딜로 이 사안을 정리하기로 했던 만큼 부분적 합의는 그렇기 때문에 지금 공개할 수 없다는 말씀 드리겠습니다."
n_id.26,o_id.10,소위원장 김성태,"자, 안건 심사에 앞서 한 말씀 드리겠습니다."
n_id.27,o_id.10,소위원장 김성태,"첫째, 원활한 회의 진행을 위해서 회의 중에 발언을 하실 위원님께서는 위원장에게 발언권을 얻어서 발언을 해 주시기 바랍니다."
n_id.28,o_id.10,소위원장 김성태,두 번째는 고용노동부 차관을 제외한 고용노동부 및 정부 측 직원들이 안건과 관련해서 발언을 할 때는 반드시 직위와 성명을 밝히고 발언해 주시기 바라겠습니다.
n_id.29,o_id.10,소위원장 김성태,다음은 심사 방법에 관해서 말씀드리겠습니다. 
n_id.30,o_id.10,소위원장 김성태,"안건에 대한 심사는 오늘 의사일정에 따라 심사를 하되, 심사 대상 법률안 중 동일 제명의 법률안 또는 병합심사가 필요한 안건들은 일괄 상정하여 병합심사를 하도록 하겠습니다. "
n_id.31,o_id.10,소위원장 김성태,심사 방법은 전문위원의 설명과 정부의 입장 개진 그리고 위원님들이 심사하는 순서로 진행하겠습니다. 심사가 끝나고 이견이 없으면 바로 의결까지 마치고 다음 의사일정으로 넘어가겠습니다.
n_id.32,o_id.10,소위원장 김성태,그러면 의사일정......
n_id.33,o_id.11,이종훈 위원,계속 공개로 하실 거예요?
n_id.34,o_id.12,소위원장 김성태,"아니, 이제...... "
n_id.35,o_id.12,소위원장 김성태,"의사진행발언 하십시오, 이종훈 위원님."
n_id.36,o_id.13,이종훈 위원,계속 공개로 하실 건지......
n_id.37,o_id.14,소위원장 김성태,아닙니다.
n_id.38,o_id.15,이완영 위원,"의사진행발언인데 지금 이게 언론에서도 관심 가졌다시피 초미의 관심사인 근로시간 단축, 통상임금 문제가 오늘 법안소위원회에서 다뤄지지 않는다면 지금 일정 순서에 따라서 오늘 굳이 이 법안소위를 저는 해야 할지에 대해서 좀 회의적입니다. 다른 법안도 마찬가지로 서로 이견이 많은 법안인데 근로시간 단축, 통상임금을 다루지 아니하고 지금 다른 법 하는 것도 함께 미뤘으면 하는 뜻을 말씀을 드리고 싶습니다."
n_id.39,o_id.16,소위원장 김성태,"근로기준법 개정을 통해서, 그동안 우리 위원회 소위원회 논의 내용도 거기에 함축되어 있습니다마는, 물론 그렇습니다마는......"
n_id.40,o_id.17,이완영 위원,야당 위원님도 한번......
n_id.41,o_id.18,홍영표 위원,제가 말씀드리겠습니다.
n_id.42,o_id.19,소위원장 김성태,"예, 말씀하세요."
n_id.43,o_id.20,홍영표 위원,그런 측면이 분명히 있습니다. 오늘 심사하기로 한 많은 법안들이 노사정소위의 논의와 연관돼 있습니다. 그래서 아까 위원장님 말씀하신 대로 좀 더 지금 논의를 해 보자 이렇게 의견을 모았기 때문에 오늘 다루지 않는데 지금 나머지 관련이 없는 법안이 몇 개가 있거든요. 그래서 고용부에서도 이렇게 멀리서 오셨고 또 위원님들도 모이셨으니까 몇 개 법안만 심사를 하고 마치는 것이 어떤가 싶습니다. 
n_id.44,o_id.21,소위원장 김성태,그렇게 하시지요.
n_id.45,o_id.21,소위원장 김성태,그러면......
n_id.46,o_id.22,심상정 위원,위원장님!
n_id.47,o_id.23,소위원장 김성태,심상정 위원님 말씀하세요.
n_id.48,o_id.24,심상정 위원,그동안에 노사정소위에 대해서 '잘 안 됐다' 말씀을 하셨는데 구체적으로 정부가 내놓은 안이 무엇이고 여야 간의 입장 차이가 무엇인지에 대해서는 공개할 의무가 있다고 봅니다. 특히 오늘 법안심사소위를 진행하면서 그동안에 진행된 과정에 대해서 저는 보고하는 것이 온당하다고 보거든요. 그래야 저희들도 할 얘기가 있으니까 해야 되지 않겠어요?
n_id.49,o_id.24,심상정 위원,그래서 그 문제에 대해서 비공개도 좋고 공개도 좋고 저는 보고를 요청합니다.
n_id.50,o_id.25,소위원장 김성태,"그 부분에 대해서는 거듭 의견을 지금 밝히셨습니다마는 애초 우리 위원회 소위가 구성될 당시에는 시간 단축이라든지 제한된 한 가지 의제만 가지고 다루고 그 결과물을 법안 처리하자 이렇게 이야기가 있었던 것은 아니거든요. 시간 단축 그리고 노사·노정 관계 개선 그리고 통상임금 이런 전체적인 내용들을 패키지로 다뤄서 그 내용을 법안 개정에 참고하자 이렇게 했기 때문에, 그 패키지 딜이 전체적으로 완성되지를 못했습니다. 그런 관계로 이것은 애초 우리 위원회 소위 구성할 때 여야 간의 합의정신을 존중해서 부분적으로 합의된 내용을 여기서 공개하기는 좀 적절치 못하다고 판단하고 있습니다. "
n_id.51,o_id.26,홍영표 위원,제가 좀 첨언하겠습니다.
n_id.52,o_id.26,홍영표 위원,저희 노사정소위가 상임위에서 정식으로 의결된 기구이고 또한 두 달 동안 사실 관련된 사람들이 많은 노력을 해 왔습니다. 그렇기 때문에 그 결과에 대해서는 경위나 그간의 논의된 사항들에 대해서는 전체회의에 저희가 정리해서 적정한 시점에 하기로 그렇게 했다는 말씀을 드리겠습니다. 그냥 저희가......
n_id.53,o_id.27,심상정 위원,뭐를 해요?
n_id.54,o_id.28,홍영표 위원,전체회의에서 그간 논의된 소위의 여러 가지 내용들을 정리해서 보고하기로 그렇게 했습니다.
n_id.55,o_id.29,소위원장 김성태,그러니까 내일모레 수요일 날 전체회의가 있습니다. 
n_id.56,o_id.30,홍영표 위원,전체회의에서 보고할 겁니다.
n_id.57,o_id.31,소위원장 김성태,또 그 안에 극적인 노사정 간의 대타협을 기대하는 여지를 좀 더 남겨 두고 있다는 것도 아울러 말씀드리겠습니다.
n_id.58,o_id.32,심상정 위원,제가 한 말씀만 좀 드리고 싶은데요. 이게 일부에게 해당되는 얘기가 아니지 않습니까? 대법원의 판결도 있고 이해당사자들이 많고 또 노사정소위가 구성돼서 진행된 과정에 대한 관심도 많고 오늘 또 정부가 수정안을 냈다고 해서 저희 의원실에 전화가 굉장히 빗발치고 있습니다. 그리고 이렇게 비밀리에 비공개로 할 일도 아니라고 봐요. 
n_id.59,o_id.32,심상정 위원,"그래서 일정 정도는 논의하는 과정에서 미주알고주알 다 공개할 건 아니지만 큰 틀에서 중간보고들은 있어야 되고 그다음에 쟁점이 뭔지 여야가 어떻게 다른지 정부가 어떤 입장을 가지고 왔는지, 그것 당연히 공개가 돼야 된다고 봅니다. 지금까지 사실 한 번도 중간보고가 된 적이 없어요. 저희한테 중간보고를 넘어서서 국민들한테 책임 있게 보고가 돼야 된다고 저는 봅니다. "
