new_id,ori_id,speaker,utterance
n_id.1,o_id.1,소위원장 박광온,의석을 정돈해 주시기 바랍니다.
n_id.2,o_id.1,소위원장 박광온,성원이 되었으므로 제350회 국회(임시회) 기획재정위원회 제1차 경제재정소위원회를 개의하겠습니다.
n_id.3,o_id.1,소위원장 박광온,바쁘신 중에도 참석해 주신 여러 위원님들과 관계 공무원 여러분께 감사 말씀 드립니다.
n_id.4,o_id.1,소위원장 박광온,회의에 들어가기 전에 잠깐 안내 말씀을 드리겠습니다. 
n_id.5,o_id.1,소위원장 박광온,지난주에 4당 원내수석부대표님과 또 4당 기재위 간사 간 회의에서 이번 임시회에서 처리할 법안과 관련해서 잠깐 논의가 있었습니다. 그래서 지금 쟁점법안으로 되어 있는 규제프리존법과 서비스발전 기본법은 이번 회기에서 더 이상 논의하는 것이 현실적으로 진전을 보기가 어려운 만큼 이번 회기에서는 논의하지 않는다 하는 데 4당의 합의가 있었다는 말씀을 드리고.
n_id.6,o_id.1,소위원장 박광온,"그리고 법안 중에서 쟁점이 없는, 지금 수석전문위원실에서 추려 놓은 의사일정 1번부터 6번까지는 쟁점이 없는 법안으로 되어 있습니다. 그래서 오늘은 간단하게 그 쟁점이 없는 법안을 의결하는 선에서 하고, 다만 공공기관의 운영에 관한 법률 개정안에 관해서는 국민의당 신용현 의원님과 오세정 의원님 등이 발의한 법안들이 있고, 관련해서 정부 쪽에서 전반적으로 공공기관의 운영에 관한 법률 개정안을 마련하겠다, 쭉 검토하고 있다, 이런 의견이 있어서 그와 관련해서 논의를 하고 회의를 마치는 것으로 하겠습니다."
n_id.7,o_id.1,소위원장 박광온,"그러면 오늘 회의 진행은 수석전문위원실에서 준비한 심사자료를 중심으로 수석전문위원의 설명과 정부 측 의견을 들은 다음에 위원님들의 질의와 토론을 하고, 합의가 이루어진 안건에 대해서는 의결하는 순서로 진행하도록 하겠습니다."
n_id.8,o_id.2,소위원장 박광온,의사일정에 들어가겠습니다.
n_id.9,o_id.2,소위원장 박광온,의사일정 제1항 박명재 의원이 대표발의한 국유재산법 일부개정법률안부터 의사일정 제25항 송영길 의원이 대표발의한 재정건전화법안까지 이상 25건의 안건을 일괄해서 상정합니다.
n_id.10,o_id.2,소위원장 박광온,"먼저, 수석전문위원께서 준비된 심사자료를 바탕으로 설명해 주시기 바랍니다."
n_id.11,o_id.3,수석전문위원 김광묵,"소위 심사자료 ①번, 1페이지입니다."
n_id.12,o_id.3,수석전문위원 김광묵,"국유재산법 개정안의 내용은 현재 국유재산법 시행령에 행정재산의 용도폐지 기준이 정해져 있습니다. 1페이지 각주 1번에 있는 1·2·3호인데요, 이 내용을 그대로 법률로 상향하여 규정하자는 것입니다. 종래 시행령에 있다 보니까 각 부처가 제대로 지키지도 않고 이런 일이 있어 유휴 재산이 많기 때문에 국유재산의 효율적 활용을 위해서 법률에 직접 규정하자는 것이 개정안의 취지입니다."
n_id.13,o_id.4,소위원장 박광온,정부 측 의견 말씀해 주시지요.
n_id.14,o_id.5,기획재정부제2차관 송언석,시행령에 있는 내용을 법으로 하는 것이기 때문에 크게 내용이 달라지거나 실익이 있다거나 이런 것은 아닙니다마는 의회 차원에서 정리해 주시면 정부는 집행에 차질이 없도록 하겠습니다.
n_id.15,o_id.6,소위원장 박광온,위원님들 질의 또는 토론해 주시기 바랍니다.
n_id.16,o_id.7,박명재 위원,말씀대로 이것이 시행령에 있다 보니까 잘 안 지켜지기 때문에 상당 규모의 행정재산이 유휴 상태거든요. 효율적 활용을 위해서 격상시키는 것이......
n_id.17,o_id.8,소위원장 박광온,다른 의견 없으십니까?
n_id.18,o_id.9,윤호중 위원,존경하는 박명재 의원님께서 내신 안이라 달리 의견이 없습니다.
n_id.19,o_id.10,박명재 위원,감사합니다.
n_id.20,o_id.11,소위원장 박광온,"두 번째, 김도읍 의원안에 대해서도 설명해 주시지요."
n_id.21,o_id.12,수석전문위원 김광묵,김도읍 의원님 안에 대해서는 4페이지에 있는 조문을 보고 설명드리겠습니다.
