new_id,ori_id,speaker,utterance,note
n_id.1,o_id.1,소위원장 김성주,성원이 되었으므로 제327회 국회(임시회) 보건복지위원회 제2차 예산결산심사소위원회를 개의하겠습니다.,
n_id.2,o_id.1,소위원장 김성주,오늘 회의는 어제 심사를 마치지 못한 보건복지부 소관 결산 및 예비비지출 승인의 건에 대하여 심사하도록 하겠습니다.,
n_id.3,o_id.1,소위원장 김성주,오후 3시에 결산 의결을 위한 전체회의가 예정돼 있는 만큼 효율적 회의 진행을 위해 위원님들께서 협조해 주실 것을 당부드립니다.,
n_id.4,o_id.2,소위원장 김성주,그러면 의사일정 제1항 보건복지부 소관 2013회계연도 결산과 의사일정 제2항 보건복지부 소관 2013회계연도 예비비지출 승인의 건을 일괄하여 계속 상정합니다.,
n_id.5,o_id.2,소위원장 김성주,수석전문위원 보고하여 주시기 바랍니다.,
n_id.6,o_id.3,수석전문위원 김대현,111페이지입니다.,
n_id.7,o_id.3,수석전문위원 김대현,장애인정책국 소관 여성장애인 지원사업입니다.,
n_id.8,o_id.3,수석전문위원 김대현,"대체토론에서 문정림 위원, 이목희 위원께서 여성장애인 출산율에 대한 정확한 추계를 통해서 적정 예산 편성이 필요하다. 실질적 집행률을 높이기 위해서는 예산을 증가시키고 대상자를 4급에서 6급까지 확대할 필요가 있다는 말씀을 주셨고요.",
n_id.9,o_id.3,수석전문위원 김대현,김정록 위원님은 기초생활수급자에게 지원되는 해산급여하고 여성장애인 출산비용 지원이 중복해서 수혜가 가능함을 적극적으로 홍보 안내할 필요가 있다는 말씀을 주셨습니다.,
n_id.10,o_id.4,소위원장 김성주,복지부 의견 말씀해 주십시오.,
n_id.11,o_id.5,보건복지부장애인정책국장 윤현덕,"저희가 출산율을, 그러니까 추계상으로는 저희가 1～6급 여성장애인을 대상으로 추계를 했습니다. 그런데 사실상 대상이 1～3급이다 보니까 추계에 약간 오류가 있어서 그것은 시정을 하겠고 또 한편으로는 이것을 확대하기 위해서 재정당국과 협의를 해서, 예전에는 유산·사산의 경우에는 저희가 지급 안 한 부분을 확대 지급하도록 협의를 완료했습니다.",
n_id.12,o_id.5,보건복지부장애인정책국장 윤현덕,또한 아까 말씀해 주신 해산급여하고 중복 문제는 저희가 기 안내를 했는데 앞으로도 이런 부분은 장애인들이 더 알 수 있도록 확실히 지침이나 이런 데 명시해서 홍보가 될 수 있도록 노력하겠습니다.,
n_id.13,o_id.6,소위원장 김성주,여러 위원님들 의견 좀 주십시오.,
n_id.14,o_id.7,김정록 위원,아무튼 12년도에는 전혀 지출이 안 돼 있잖아요?,
n_id.15,o_id.8,보건복지부장애인정책국장 윤현덕,"예, 그렇습니다.",
n_id.16,o_id.9,김정록 위원,"그러니까 좀 홍보를 해서 출산비용과 해산을 중복 지출할 수 있도록, 장애인들은 출산비용도 중요하지만 해산 이것도 좀 필요하니까......",
n_id.17,o_id.9,김정록 위원,"아니, 이거 지금 신청자가 없다는 이야기 아니에요?",
n_id.18,o_id.10,보건복지부장애인정책국장 윤현덕,"12년에는 없었고요, 13년에 한 40% 정도가 했기 때문에 저희가 홍보효과는 좀 있었다라고 생각이 되고요, 앞으로 홍보를 더 강화하도록 하겠습니다.",
n_id.19,o_id.11,김정록 위원,적극적으로 좀 해 주세요.,
n_id.20,o_id.12,보건복지부장애인정책국장 윤현덕,예.,
n_id.21,o_id.13,소위원장 김성주,앞으로도 적극적 활동을 좀 당부드립니다.,
n_id.22,o_id.14,보건복지부장애인정책국장 윤현덕,예.,
n_id.23,o_id.15,소위원장 김성주,다음.,
n_id.24,o_id.16,수석전문위원 김대현,"다음에 113쪽인데요, 김정록 위원님하고 최동익 위원님이 발달장애인 공공후견지원사업의 집행률 부진을 지적하고 대책을 물었고 발달장애인 인권 보호를 위해서 후견인제도를 활성화할 방안에 대해서 질문을 했습니다.",
