new_id,ori_id,speaker,utterance
n_id.1,o_id.1,소위원장 송기석,좌석을 정돈해 주시기 바랍니다.
n_id.2,o_id.1,소위원장 송기석,성원이 되었으므로 제346회 국회(정기회) 제8차 예산결산기금심사소위원회를 개의하겠습니다. 
n_id.3,o_id.1,소위원장 송기석,오늘은 어제에 이어서 문화체육관광부 소관에 대한 심사를 계속하도록 하겠습니다. 
n_id.4,o_id.2,소위원장 송기석,"의사일정 제1항 및 제2항 문화체육관광부 소관 2017년도 예산안 및 기금운용계획안, 2건을 일괄하여 상정합니다."
n_id.5,o_id.2,소위원장 송기석,문화체육부 소관에 대한 심사를 계속하도록 하겠습니다. 
n_id.6,o_id.2,소위원장 송기석,마지막 정리하면서 갈 테니까 잘 보십시오.
n_id.7,o_id.2,소위원장 송기석,"자, 연번 1번 5억 1900 감액......"
n_id.8,o_id.2,소위원장 송기석,"실장님, 연번 1번, 5억 1900 감액해서 20억으로, 연번 4번에 대해서는 20억 감액이지요? 맞습니까?"
n_id.9,o_id.3,문화체육관광부기획조정실장 송수근,"예, 그렇습니다. "
n_id.10,o_id.4,손혜원 위원,"그것 처음부터 끝까지 읽으실 거예요, 지금부터?"
n_id.11,o_id.5,소위원장 송기석,이제 결론만 이야기하면 이것 해야 되잖아요.
n_id.12,o_id.6,조승래 위원,"아, 그러면 지금 이 안을 동의를 한다는 건가요, 그러면?"
n_id.13,o_id.7,소위원장 송기석,"예, 다 그 내용으로 의결한다는 뜻입니다. 아까 저희들이 다 합의한 거니까요. "
n_id.14,o_id.7,소위원장 송기석,"연번 4번은 20억 감액, 연번 5번은 10억 감액입니다."
n_id.15,o_id.8,조승래 위원,"아니, 잠깐만요."
n_id.16,o_id.9,소위원장 송기석,예.
n_id.17,o_id.10,조승래 위원,이것은 지금 비고는 안을 만들어 온 거지 이것에 동의한 게 아니잖아요?
n_id.18,o_id.11,김세연 위원,의사진행발언 잠깐 하겠습니다.
n_id.19,o_id.12,소위원장 송기석,예. 
n_id.20,o_id.13,김세연 위원,그러니까 아까 우리가 전체 진행하면서 결론을 안 냈던 부분들을 위원장님이 짚으시면서 쭉......
n_id.21,o_id.14,손혜원 위원,결론 다 냈는데요?
n_id.22,o_id.15,소위원장 송기석,"아니, 아까 할 때는 정식 회의 상태가 아니고 저희 위원들끼리......"
n_id.23,o_id.16,김세연 위원,간담회 형태였기 때문에 속기록에 안 남았습니다.
n_id.24,o_id.17,소위원장 송기석,이견 나오는 것 그 부분에 대해서 정리하고 합의해 갔던 내용입니다. 
n_id.25,o_id.17,소위원장 송기석,조 위원님 다시......
n_id.26,o_id.18,조승래 위원,"그러니까 아까 말씀하신 것처럼 연번 1번이나 이런 것은 당연히 맞는 말씀이고, 지금 연번 4번 같은 경우에는 우리가 쭉 조정했던 여기에 들어가는 것인데, 저희들이 요청한 것은 전액 삭감 30억을 요청했던 것이고 지금 또 다른 안을 만들어 오신 건 20억 삭감해서 10억을 남겨 두는 거지 않습니까? "
n_id.27,o_id.19,소위원장 송기석,예.
n_id.28,o_id.20,조승래 위원,그러니까 아직은 정리가 안 된 거지요. 그런데 그것을 4번 10억으로 결정한다고 하시면 그건 좀 아닌 것 같은데요.
n_id.29,o_id.21,김세연 위원,"아니, 그러니까 그것은 문제예산에 대해서 최종 논의안에 대해서 동의가 구해지면 그게 정리되고 다음으로 넘어가는 건데 거기에 대해서 토의가 필요하면 토의가 돼야지요. "
n_id.30,o_id.22,조승래 위원,그러면 딱 5분만 정회하지요.
n_id.31,o_id.23,이은재 위원,"그래요, 정회 해."
n_id.32,o_id.24,소위원장 송기석,잠시 5분만 정회하도록 하겠습니다. 
n_id.33,o_id.25,소위원장 송기석,회의를 속개하겠습니다.
n_id.34,o_id.25,소위원장 송기석,문제예산 놔두고 연번 9번에 대해서는 2억 삭감한 121억 2000 이렇게 의결했고요.
n_id.35,o_id.25,소위원장 송기석,"그다음에 11페이지 연번 10번, 전체 합쳐서 10억 감액해서 49억 2000. "
n_id.36,o_id.25,소위원장 송기석,"연번 11번, 168억 6000 여기서는 전액 삭감하고 지역문화 예산으로 증액. "
n_id.37,o_id.25,소위원장 송기석,"그다음에 15페이지 연번 13번, 10억 감액해서 5억을 반영하는 걸로."
n_id.38,o_id.25,소위원장 송기석,의문나는 부분 있으면 이야기하십시오. 
n_id.39,o_id.25,소위원장 송기석,"다음에 17페이지 연번 15번, 이것은 1억 7000 감액. "
