new_id,ori_id,speaker,utterance
n_id.1,o_id.1,소위원장 하태경,의석을 정돈해 주시기 바랍니다.
n_id.2,o_id.1,소위원장 하태경,성원이 되었으므로 제364회 국회(정기회) 국방위원회 제2차 병역특례제도개선소위원회를 개의하겠습니다.
n_id.3,o_id.1,소위원장 하태경,바쁘신데도 오늘 회의에 참석해 주신 위원님들께 감사의 말씀을 드립니다.
n_id.4,o_id.1,소위원장 하태경,오늘은 지난 1차 회의에서 채택한 우리 소위원회 운영계획에 따라 정부로부터 예술ㆍ체육요원 복무실태 등에 대한 보고를 받는 한편 청문회 실시계획서와 증인 등을 채택하고 제도개선 관련 공청회 개최에 대해서도 논의하고자 합니다.
n_id.5,o_id.1,소위원장 하태경,먼저 하나 상정을 하겠습니다.
n_id.6,o_id.2,소위원장 하태경,의사일정 제1항 병무청 소관 예술ㆍ체육요원 복무실태 및 2018년도 국정감사 지적사항 관련 보고를 상정합니다.
n_id.7,o_id.2,소위원장 하태경,"우선 오늘 회의를 위해 출석하신 김태화 병무청 차장님, 간략히 인사하시고 보고해 주시기 바랍니다."
n_id.8,o_id.3,병무청차장 김태화,병무청 차장 김태화입니다.
n_id.9,o_id.3,병무청차장 김태화,"존경하는 하태경 위원장님, 그리고 소위 위원 여러분 감사합니다."
n_id.10,o_id.3,병무청차장 김태화,이렇게 병무행정에 관심을 가져 주시고 특히 예술ㆍ체육요원 제도개선안에 관심을 가져 주시는 것 대단히 감사합니다.
n_id.11,o_id.3,병무청차장 김태화,"위원님들께서 말씀해 주신 고견은 저희가 병무행정 정책 반영, 특히 예술ㆍ체육요원 제도개선에 적극 반영해서 병무행정이 발전할 수 있도록 적극 노력하겠습니다."
n_id.12,o_id.3,병무청차장 김태화,감사합니다.
n_id.13,o_id.4,소위원장 하태경,핵심적인 것만 간단간단하게 보고를 해 주세요.
n_id.14,o_id.5,병무청차장 김태화,이어서 간략히 업무보고를 드리겠습니다.
n_id.15,o_id.5,병무청차장 김태화,배포해 드린 유인물을 참조하시기 바랍니다.
