new_id,ori_id,speaker,utterance,note
n_id.1,o_id.1,소위원장 김현미,의석을 정돈해 주시기 바랍니다. ,
n_id.2,o_id.1,소위원장 김현미,성원이 되었으므로 제322회 국회(임시회) 기획재정위원회 제1차 경제재정소위원회를 개의합니다. ,
n_id.3,o_id.1,소위원장 김현미,먼저 바쁘신 중에도 회의에 참석하여 주신 여러 소위원님들과 관계자 여러분들께 감사의 말씀을 드립니다.,
n_id.4,o_id.1,소위원장 김현미,오늘 안건은 지난 정기국회 중 심사를 마치지 못한 법률안을 포함하여 12건의 법률안입니다.,
n_id.5,o_id.1,소위원장 김현미,오늘 법률안 심사는 법률안 조문별로 축조심사의 방식으로 하겠습니다.,
n_id.6,o_id.1,소위원장 김현미,심사 순서는 수석전문위원실에서 준비한 자료를 중심으로 수석전문위원의 설명을 들은 후 정부 측의 의견 청취와 위원님들의 질의 답변 그리고 안건 처리의 순서로 진행하도록 하겠습니다.,
n_id.7,o_id.1,소위원장 김현미,그러면 바로 의사일정에 들어가도록 하겠습니다.,
n_id.8,o_id.2,소위원장 김현미,의사일정 제1항 이현재 의원이 대표발의한 국가재정법 일부개정법률안부터 제12항 이만우 의원이 대표발의한 국가재정법 일부개정법률안까지 12건의 법률안을 일괄하여 상정합니다. ,
n_id.9,o_id.2,소위원장 김현미,먼저 수석전문위원께서 설명해 주시기 바랍니다. ,
n_id.10,o_id.3,수석전문위원 류환민,소위 자료를 중심으로 해서 설명을 드리겠습니다.,
n_id.11,o_id.3,수석전문위원 류환민,소위 자료 2페이지를 봐 주시기 바랍니다. ,
n_id.12,o_id.3,수석전문위원 류환민,국가재정법 일부개정법률안인데요. 이 내용은 소상공인시장진흥기금을 국가재정법 별표에 반영하려고 하는 그런 내용입니다.,
n_id.13,o_id.3,수석전문위원 류환민,소기업 및 소상공인 지원을 위한 특별조치법이 2013년 5월 28일 날 공포가 되고 올해 1월 1일부터 시행되고 있습니다. 그래서 그 내용은 소상공인시장진흥기금 설치를 국가재정법 별표에 반영하려는 것입니다. ,
n_id.14,o_id.3,수석전문위원 류환민,저희들이 볼 때 소상공인에 대한 안정적인 지원 체계를 마련할 필요가 있다고 보므로 이 기금 설치의 타당성이 인정됩니다. 그래서 별표에 반영해야 되지 않을까 싶습니다.,
n_id.15,o_id.3,수석전문위원 류환민,3페이지 개정안 조문대비표는 생략하겠습니다.,
n_id.16,o_id.4,소위원장 김현미,정부 측 의견 말씀해 주시기 바랍니다. ,
n_id.17,o_id.5,기획재정부제1차관 추경호,"방금 설명이 있은 대로 지난 13년 5월에 소기업 및 소상공인 지원을 위한 특별조치법이 개정되어서 동 기금이 설치·운용되기로 15년부터 확정되어 있기 때문에, 그것 관련해서 국가재정법 별표 개정안은 기금 설치 근거 법률을 개정하는 부분이기 때문에 저희들은 이견이 없습니다.",
n_id.18,o_id.6,소위원장 김현미,위원님들 질의 토론해 주십시오. ,
n_id.19,o_id.7,안종범 위원,의견 없습니다.,
n_id.20,o_id.8,소위원장 김현미,의견 없으십니까?,(｢없습니다｣ 하는 위원 있음)
n_id.21,o_id.8,소위원장 김현미,다음은 의사일정 제2항부터 5항까지 수석전문위원께서 설명해 주시기 바랍니다. ,
n_id.22,o_id.9,수석전문위원 류환민,국유재산특례 관련 법안입니다.,
n_id.23,o_id.9,수석전문위원 류환민,여기에는 4건이 지금 올라와 있습니다. ,
n_id.24,o_id.9,수석전문위원 류환민,"의원 법안이 3건이고요, 정부제출 법안이 1건입니다.",
n_id.25,o_id.9,수석전문위원 류환민,다음 6페이지를 봐 주시기 바랍니다. ,
n_id.26,o_id.9,수석전문위원 류환민,농촌진흥법이 개정되면서 기존에 국유재산특례 관련 규정의 조문번호가 변경이 됐습니다. 그래서 윤명희 의원께서는 이것을 반영하자는 그런 취지입니다. 저희들이 볼 때 별다른 문제가 없다고 보여집니다. ,
n_id.27,o_id.9,수석전문위원 류환민,다음 김우남 의원께서는 2011년 7월 개정된 임업 및 산촌 진흥촉진에 관한 법률의 국유재산특례를 반영하려는 것입니다. 이것은 한국임업진흥원의 국유재산특례를 인정해 주기 위한 것입니다. ,
n_id.28,o_id.9,수석전문위원 류환민,저희들이 볼 때 임업진흥원의 안정적인 업무 수행을 위한 토지 확보의 필요성이 있다고 인정이 됩니다. 그래서 특례 신설을 인정하는 것이 타당하지 않나 저희들은 그렇게 생각합니다. ,
n_id.29,o_id.9,수석전문위원 류환민,다음 강석호 의원께서는 2014년 1월 개정된 공공주택건설 등에 관한 특별법의 국유재산특례를 반영하려는 것입니다. ,
n_id.30,o_id.9,수석전문위원 류환민,이것은 기존에 인정되어 있던 국유재산특례가 법 제명이 바뀌었습니다. '보금자리주택건설 등에 관한 특별법'이 '공공주택건설 등에 관한 특별법'으로 제명이 변경된 것입니다. 그래서 이것을 반영하기 위한 것이기 때문에 저희들은 필요하다고 봅니다. ,
n_id.31,o_id.9,수석전문위원 류환민,"다음, 정부에서 제출한 법률안은 특례의 요건을 정비하고 특례 규정의 존속기간 설정을 의무화하고 국유재산 양여 시 기획재정부장관과 사전에 협의하도록 하는 등 현행 제도의 운영상 나타난 일부 미비점을 개선·보완하는 그런 내용입니다. 저희들이 볼 때 그 필요성과 타당성이 인정됩니다. ",
n_id.32,o_id.9,수석전문위원 류환민,다음 페이지부터 조문대비표는 입법조사관이 설명을 드리겠습니다.,
n_id.33,o_id.10,입법조사관 장설희,입법조사관 장설희입니다.,
n_id.34,o_id.10,입법조사관 장설희,7페이지 윤명희 의원안입니다.,
n_id.35,o_id.10,입법조사관 장설희,기존 법 제14조의2와 개정법 제34조의 특례 규정에 관한 내용의 동일성이 인정되므로 실용화재단에 대한 국유재산특례는 법 개정 이후에도 지속적으로 인정하는 것이 타당하다고 생각됩니다. ,
n_id.36,o_id.10,입법조사관 장설희,다음으로 9페이지 김우남 의원안입니다.,
