new_id,ori_id,speaker,utterance
n_id.1,o_id.1,소위원장 김명연,좌석을 정돈해 주시기 바랍니다.
n_id.2,o_id.1,소위원장 김명연,성원이 되었으므로 제363회 국회(임시회) 보건복지위원회 제2차 예산결산심사소위원회를 개의하겠습니다. 
n_id.3,o_id.2,소위원장 김명연,"그러면 의사일정 제1항 보건복지부 및 식품의약품안전처 소관 2017회계연도 결산, 의사일정 제2항 보건복지부 소관 2017회계연도 예비비지출 승인의 건을 일괄하여 계속 상정합니다. "
n_id.4,o_id.2,소위원장 김명연,오늘은 어제 말씀드렸던 것처럼 먼저 식품의약품안전처 소관 결산을 심사하여 결론을 낸 후 보건복지부와 식품의약품안전처의 결산을 차례로 의결하도록 하겠습니다. 오늘도 효율적인 심사를 위하여 위원님들의 적극적인 협조를 당부드립니다.
n_id.5,o_id.2,소위원장 김명연,그러면 식품의약품안전처 소관 결산부터 심사자료를 중심으로 진행하도록 하겠습니다. 
n_id.6,o_id.2,소위원장 김명연,전문위원께서는 보고하여 주시기 바랍니다. 
n_id.7,o_id.3,전문위원 송병철,전문위원입니다.
n_id.8,o_id.3,전문위원 송병철,심사참고자료 1쪽입니다. 기획조정관 및 직속부서 소관 사항입니다.
n_id.9,o_id.3,전문위원 송병철,"홍보사업비 연말 편중 집행 지양, 지적사항은 10월 이후 집행되거나 12월에 집행되어 홍보사업비가 연말에 편중 집행된 문제입니다."
n_id.10,o_id.3,전문위원 송병철,"시정요구사항은 홍보사업비를 연말에 편중하여 집행하지 않도록 주의할 것, 시정요구유형은 주의이고 부처 의견은 수용입니다."
n_id.11,o_id.4,식품의약품안전처차장 최성락,식약처 차장입니다.
n_id.12,o_id.4,식품의약품안전처차장 최성락,"저희들이 상반기에는 홍보 콘텐츠를 주로 만들고 연중 송출하는데 그럼에도 불구하고 하반기가 좀 많은 것 같습니다. 그래서 앞으로는 홍보 계획을 월별, 분기별로 세세하게 수립해서 연말에 편중되지 않도록 하겠습니다. "
n_id.13,o_id.5,김상희 위원,이것은 매년 반복되는 일 아닙니까? 
n_id.14,o_id.6,식품의약품안전처차장 최성락,"예, 그래서 앞으로 연초에 계획을 월별, 분기별로 세세하게 수립해서 하반기에 편중되지 않도록, 연중 골고루 집행되도록 주의하겠습니다. "
n_id.15,o_id.7,소위원장 김명연,위원님들 의견 말씀해 주시기 바랍니다. 
n_id.16,o_id.7,소위원장 김명연,보고하시지요.
n_id.17,o_id.8,전문위원 송병철,2쪽입니다.
n_id.18,o_id.8,전문위원 송병철,"과태료 및 과징금의 수납률 제고방안 마련 및 세입예산 추계의 정확도 제고 필요, 지적사항은 과태료 및 과징금의 징수결정액 대비 수납실적이 저조하다는 내용입니다."
n_id.19,o_id.8,전문위원 송병철,"시정요구사항은 과태료 및 과징금 수납률 제고를 위한 실효성 있는 방안을 마련하고 세입예산 추계의 정확도를 제고할 것, 시정요구유형은 제도개선이고 부처 의견은 수용입니다."
n_id.20,o_id.9,식품의약품안전처차장 최성락,"이게 사실 매년 반복되는 건인데 앞으로 체납 건에 대해서는 독촉·압류라든지 지속적인 체납 징수 노력을 하고, 특히 장기체납이 많이 발생해서 문제가 되는데 앞으로 과태료 발생 즉시 징수절차를 진행해서 수납률을 제고하도록 그렇게 하겠습니다. "
n_id.21,o_id.9,식품의약품안전처차장 최성락,"그다음에 건물이나 토지라든지 자동차, 이런 체납자의 재산을 확보하기 위해서 저희들이 국토부라든지 지자체에서 자료를 받을 수 있도록 식품위생법이나 약사법 개정안을 국회에 지금 제출해 놨습니다. 그래서 제출이 되면 저희들이 빨리 재산 파악을 해서 징수율을 높이도록 그렇게 하겠습니다. "
