new_id,ori_id,speaker,utterance
n_id.1,o_id.1,소위원장 안규백,좌석을 정돈해 주시기 바랍니다.
n_id.2,o_id.1,소위원장 안규백,지금부터 제337회 정기국회 제1차 국방운영개선소위원회를 개의하겠습니다.
n_id.3,o_id.1,소위원장 안규백,여러 가지 분주함에도 불구하고 오늘 회의 참석을 위해 귀한 시간 내주신 여러 위원님과 우리 방위사업청장님을 비롯한 관계자 여러분 또 우리 방산 관계자 여러분께 감사의 말씀을 드립니다.
n_id.4,o_id.1,소위원장 안규백,"위원님들도 잘 아시다시피 최근 연이어 발생한 방위사업 비리로 우리 국민들의 방위사업 전반에 대한 개혁의 요구가 매우 높습니다. 방위사업 비리에 대해서는 강도 높은 수사를 통해 그 원인을 철저히 규명하고, 근절 대책도 함께 마련해야겠지만 이것이 자칫 방위산업 전체에 대한 불신과 국가경쟁력 약화로 이어지지 않을까 하는 우려가 높은 것도 사실입니다."
n_id.5,o_id.1,소위원장 안규백,"오늘 회의에서는 방위산업 활성화 및 국제경쟁력 강화를 위해 정부의 방위사업 정책 전반에 대한 점검을 하는 한편, 방산비리 문제로 사기가 많이 떨어져 있는 방산업계의 고충을 듣고 국회 차원에서 할 수 있고 또 해야만 되는 여러 가지 대책들에 대해서 허심탄회하게 논의하고자 합니다."
n_id.6,o_id.1,소위원장 안규백,오늘 우리 소위원회에서 위원님들의 지혜와 슬기를 모아 이 문제에 대한 다양한 해법을 마련할 수 있기를 기대해 봅니다.
n_id.7,o_id.1,소위원장 안규백,오늘 회의에 들어가기에 앞서 진행 방식에 대해 간략히 말씀드리겠습니다.
n_id.8,o_id.1,소위원장 안규백,"우선 방사청으로부터 방위산업 활성화 방안 등 현안에 대해 보고를 받고, 계속해서 방진회와 연합정밀 측의 건의사항을 청취한 후 이어서 위원님들 토론하는 순서로 진행하도록 하겠습니다."
n_id.9,o_id.2,소위원장 안규백,그러면 의사일정 제1항 방위산업 발전방안 논의의 건을 상정합니다.
n_id.10,o_id.2,소위원장 안규백,오늘 회의를 위해서 청장님 나오셨는데 간략히 인사말씀을 부탁드립니다.
n_id.11,o_id.2,소위원장 안규백,그러면 우리 청장님으로부터 보고를 받도록 하겠습니다.
n_id.12,o_id.3,방위사업청장 장명진,"먼저 바쁜 국회 일정에도 불구하시고 방위산업 진흥에 많은 관심과 애정을 가져 주시고 오늘 국방운영개선소위에서 방위산업 활성화 방안을 주제로 국회와 정부, 방산업계가 함께 토론할 수 있도록 좋은 기회를 만들어 주신 안규백 위원장님을 비롯한 소위 위원님들께 진심으로 감사드립니다."
n_id.13,o_id.3,방위사업청장 장명진,"방위산업은 우리나라 방위사업의 기반이므로 방사청에서도 방위산업 육성과 진흥에 정책적 중점을 두고 다양한 정책과 지원을 경주하고 있습니다. 그러한 과정의 일환으로 정부에서 추진하는 정책 방향과 지원 제도가 방산업계의 현실과 부합되는지, 보완할 점은 없는 것인지에 대해서 다양한 시각을 반영하여 점검하는 좋은 기회가 있었으면 좋겠다는 생각을 해 왔었습니다."
n_id.14,o_id.3,방위사업청장 장명진,오늘 소위원회가 청의 방산 정책 방향을 점검할 수 있는 좋은 기회라 생각하며 오늘 논의된 사항을 청에서도 적극적으로 반영하여 우리 방위산업이 지속 성장할 수 있는 정책과 제도로 발전시켜 나가도록 하겠습니다.
n_id.15,o_id.3,방위사업청장 장명진,지금부터 방위산업 활성화를 위한 현안보고를 드리겠습니다.
n_id.16,o_id.3,방위사업청장 장명진,위원님들께서 양해하여 주신다면 안건별로 담당 국장이 직접 보고드리도록 하겠습니다.
n_id.17,o_id.4,소위원장 안규백,그렇게 해 주십시오.
n_id.18,o_id.5,방위사업청방산진흥국장 오원진,방진국장이 먼저 1번 안건에 대해서 보고를 드리겠습니다.
n_id.19,o_id.5,방위사업청방산진흥국장 오원진,"먼저 1번, 방위산업 지원 정책 및 제도에 대해서 말씀드리겠습니다."
