new_id,ori_id,speaker,utterance,note
n_id.1,o_id.1,소위원장 이채익,의석을 정돈해 주시기 바랍니다.,
n_id.2,o_id.1,소위원장 이채익,성원이 되었으므로 제370회 국회(임시회) 제1차 법안심사소위원회를 개의하겠습니다.,
n_id.3,o_id.1,소위원장 이채익,오늘 회의는 데이터기반행정 활성화에 관한 법률안 등 2건의 법률안에 대해 공청회를 실시하는 일정입니다.,
n_id.4,o_id.1,소위원장 이채익,공청회의 진행 절차와 관련하여 간략히 말씀드리면 각 법률안별로 두 분씩 진술인의 진술을 청취한 후에 위원님들께서 질의하는 순으로 실시하겠습니다.,
n_id.5,o_id.1,소위원장 이채익,참고로 공청회는 국회법 제64조에 따라 소위원회 회의로 진행되기 때문에 질의는 소위 위원님들만이 할 수 있으며 진술인 간 토론은 원칙적으로 허용되지 않는다는 점을 미리 말씀드립니다. ,
n_id.6,o_id.1,소위원장 이채익,"그리고 오늘 공청회에는 행정안전부의 김성중 정부혁신기획관, 송상락 조직정책관이 배석하고 있으니 정부 측에 질의하실 위원님께서는 참고하시기 바랍니다. ",
n_id.7,o_id.2,소위원장 이채익,그러면 의사일정 제1항 데이터기반행정 활성화에 관한 법률안에 관한 공청회를 상정합니다. ,
n_id.8,o_id.2,소위원장 이채익,먼저 오늘 우리 소위원회가 실시하는 공청회에 발표를 위하여 어려운 시간을 할애해 주신 진술인 여러분께 감사를 드립니다. ,
n_id.9,o_id.2,소위원장 이채익,그러면 참석해 주신 진술인분들을 간략하게 소개해 드리겠습니다.,
n_id.10,o_id.2,소위원장 이채익,먼저 권헌영 고려대학교 정보보호대학원 교수님이십니다. ,
n_id.11,o_id.3,진술인 권헌영,고맙습니다. ,
n_id.12,o_id.4,소위원장 이채익,다음은 최환용 한국법제연구원 부원장님이십니다. ,
n_id.13,o_id.5,진술인 최환용,고맙습니다.,
n_id.14,o_id.6,소위원장 이채익,이상으로 소개를 마치고 지금부터 진술인의 진술을 듣도록 하겠습니다.,
n_id.15,o_id.6,소위원장 이채익,진술인들께서는 10분의 범위 내에서 의견을 밝혀 주시고 위원님들의 질의에 대한 답변 과정에서 보다 상세하게 진술해 주시기 바랍니다. ,
n_id.16,o_id.6,소위원장 이채익,그러면 진술인으로부터 발표를 듣도록 하겠습니다.,
n_id.17,o_id.6,소위원장 이채익,먼저 권헌영 교수님 10분 이내로 발표해 주시기 바랍니다. ,
n_id.18,o_id.7,진술인 권헌영,앉아서 발표 드려도 되겠습니까? ,
n_id.19,o_id.8,소위원장 이채익,예.,
n_id.20,o_id.9,진술인 권헌영,감사합니다. ,
n_id.21,o_id.9,진술인 권헌영,오늘 좋은 기회를 허락해 주셔서 감사합니다. ,
n_id.22,o_id.9,진술인 권헌영,방금 소개받은 고려대학교 정보보호대학원의 권헌영입니다.,
n_id.23,o_id.9,진술인 권헌영,저는 정보보호대학원의 융합 전공을 하고 있지만 실제 법은 행정법 전공자입니다.,
n_id.24,o_id.9,진술인 권헌영,오늘 데이터행정 활성화법에 대해서 법 제정 필요성으로부터 기대효과에 이르기까지 간략하게 보고의 말씀 올리도록 하겠습니다.,
